masked	src
егда идѣаше народи оугнѣтаахѫ и	егда идѣаше народи оугнѣтаахѫ и
никоеѧже винꙑ не [MASK] въ ч҃лвцѣ семь	никоеѧже винꙑ не обрѣтаѭ въ ч҃лвцѣ семь
сънідѫтъ въ адъ живи	сънідѫтъ въ адъ живи
Кнꙙꙁъ же раꙁгнѣвавъ сꙙ повелѣ дърати [MASK]	Кнꙙꙁъ же раꙁгнѣвавъ сꙙ повелѣ дърати ꙗ
коментарисии рече	коментарисии рече
се [MASK] вамъ да радость моѣ =въ= =васъ= бѫдетъ ꙇ радость ваша исплънитъ сѧ	се г҃лахъ вамъ да радость моѣ =въ= =васъ= бѫдетъ ꙇ радость ваша исплънитъ сѧ
Тъгда оставль [MASK] приде въ домъ и҃с	Тъгда оставль народꙑ приде въ домъ и҃с
г҃и се ножа съде дъва	г҃и се ножа съде дъва
еда тꙑ болеи еси отъца нашего иѣкова ꙇже дастъ намъ стоуденецъ [MASK]	еда тꙑ болеи еси отъца нашего иѣкова ꙇже дастъ намъ стоуденецъ сь
Ꙇюдеи же понеже параскевьꙉи бѣ да не останѫтъ на крьстѣ тѣлеса въ соботѫ бѣ бо [MASK] день тоѩ соботꙑ [MASK] пилата да [MASK] голѣни ихъ ꙇ възъмѫтъ ѩ	Ꙇюдеи же понеже параскевьꙉи бѣ да не останѫтъ на крьстѣ тѣлеса въ соботѫ бѣ бо великъ день тоѩ соботꙑ молишѧ пилата да прѣбиѭтъ голѣни ихъ ꙇ възъмѫтъ ѩ
отвръзѫ въ притъчахъ оуста моѣ	отвръзѫ въ притъчахъ оуста моѣ
страхомъ рѣста о̑убѣживѣ ꙁвѣри	страхомъ рѣста о̑убѣживѣ ꙁвѣри
Ꙇ҅ вьнидѫ въ каперънаоумъ	Ꙇ҅ вьнидѫ въ каперънаоумъ
Горе же непраздънꙑмъ и [MASK] въ тꙑ дъни	Горе же непраздънꙑмъ и доѩштімъ въ тꙑ дъни
въꙁалка и҅же по [MASK] влънънꙑи҅мъ ходи и҅ ногоу въ водѣ не о҅мочи	въꙁалка и҅же по пѣнамъ влънънꙑи҅мъ ходи и҅ ногоу въ водѣ не о҅мочи
лаꙁаръ дроугъ нашъ о̑усь҆пе	лаꙁаръ дроугъ нашъ о̑усь҆пе
І ѫжи прѣпѩшѩ сѣть [MASK] моіма	І ѫжи прѣпѩшѩ сѣть ногама моіма
ѥ҅льма о̑убо сътвористе ѥ҅дномоу о҅тъ братиѧ сеѧ [MASK] хꙋдꙑѧ то мь҆нѣ сътвористе	ѥ҅льма о̑убо сътвористе ѥ҅дномоу о҅тъ братиѧ сеѧ моѧ хꙋдꙑѧ то мь҆нѣ сътвористе
Не моꙁи о̑убо никтоже съ ль҆сть҆ѭ̑ прити не [MASK] никтоже неприꙗ҅ꙁни пльть҆ сꙑ не моꙁи никтоже ꙗ҅доу [MASK] въ о̑умѣ да не осѫждениѥ вьꙁьметъ	Не моꙁи о̑убо никтоже съ ль҆сть҆ѭ̑ прити не моꙁи никтоже неприꙗ҅ꙁни пльть҆ сꙑ не моꙁи никтоже ꙗ҅доу и҅мѣѧ въ о̑умѣ да не осѫждениѥ вьꙁьметъ
кого хоштете отъ обою [MASK] вамъ	кого хоштете отъ обою отъпоуштѫ вамъ
И сънѣсѩ жрътвѫ мрътвъіхъ	И сънѣсѩ жрътвѫ мрътвъіхъ
не оу бо вьзидъ къ [MASK] моемоу	не оу бо вьзидъ къ о҃тцю моемоу
҅И а҅биѥ҆ влъшъствомъ свои҅мъ чтомааго о҅т н҄ихъ бѣса въ о҅браꙁѣ коумирь҆стѣ приꙁъвавъше посълашꙙ на мѫжа дх꙯ъ въ о҅браꙁѣ [MASK] и҅же вь҆лѣꙁъ въ лоно [MASK] [MASK] болѣꙁни беспрѣстани ѥ҅мꙋ творꙙ и҅же сътѫживъ си о҅тъ насилꙗѭ҄штааго томꙋ бѣса [MASK] и҆ и҅ а҅биѥ҆ къ тихоуо҄умоу [MASK] ст꙯ь҆цоу бж꙯ью о҄устрьми сꙙ	҅И а҅биѥ҆ влъшъствомъ свои҅мъ чтомааго о҅т н҄ихъ бѣса въ о҅браꙁѣ коумирь҆стѣ приꙁъвавъше посълашꙙ на мѫжа дх꙯ъ въ о҅браꙁѣ ꙁмии҅нѣ и҅же вь҆лѣꙁъ въ лоно мѫжа мѫчааше болѣꙁни беспрѣстани ѥ҅мꙋ творꙙ и҅же сътѫживъ си о҅тъ насилꙗѭ҄штааго томꙋ бѣса мѫчꙙштааго и҆ и҅ а҅биѥ҆ къ тихоуо҄умоу пристаништоу ст꙯ь҆цоу бж꙯ью о҄устрьми сꙙ
ꙗ҅коже породи сꙙ о҅тъ женꙑ да прибꙑвъшии҆ грѣхъ чловѣкомъ о҅тъмꙑѥ҅тъ такожде и҅ трьниѥ҅мъ вѣнь҆чанъ бꙑстъ да вь҆ꙁдѣланѫѭ̑ [MASK] [MASK] грѣхомъ свои҅мъ послоушании҅мъ кротчѣи҅шѫ сътворитъ	ꙗ҅коже породи сꙙ о҅тъ женꙑ да прибꙑвъшии҆ грѣхъ чловѣкомъ о҅тъмꙑѥ҅тъ такожде и҅ трьниѥ҅мъ вѣнь҆чанъ бꙑстъ да вь҆ꙁдѣланѫѭ̑ ꙁьлѣ ꙁемь҆ѭ̑ грѣхомъ свои҅мъ послоушании҅мъ кротчѣи҅шѫ сътворитъ
десніца твоѣ обрѩштетъ въсѩ ненавідѩштѩѩ [MASK]	десніца твоѣ обрѩштетъ въсѩ ненавідѩштѩѩ тебе
Да оуслъішѫ гласъ хвалъі твоеѩ	Да оуслъішѫ гласъ хвалъі твоеѩ
ѥ҅дꙿно и҅ нераꙁдѣлимо ѥ҅свѣ тилиште	ѥ҅дꙿно и҅ нераꙁдѣлимо ѥ҅свѣ тилиште
нъ вꙑ не вѣроуоуте	нъ вꙑ не вѣроуоуте
тебѣ г҃лѭ	тебѣ г҃лѭ
пиѡ̑нии рече	пиѡ̑нии рече
тѣмь҆ пророкъ молꙗше сꙙ глагол҄ꙙ	тѣмь҆ пророкъ молꙗше сꙙ глагол҄ꙙ
Г҃лаахѫ же едини отъ иероусалимлѣнъ	Г҃лаахѫ же едини отъ иероусалимлѣнъ
Ї избавлѭ [MASK] и прославиші мѩ	Ї избавлѭ тѩ и прославиші мѩ
ꙇ лице его оуброусомъ обѧзано	ꙇ лице его оуброусомъ обѧзано
рьцѣте ѣко	рьцѣте ѣко
по сихъ же дьньхъ зачѧтъ елисавьть жена его ꙇ таѣше пѧть [MASK] г҃л҄ѭшти ѣко	по сихъ же дьньхъ зачѧтъ елисавьть жена его ꙇ таѣше пѧть м҃ць г҃л҄ѭшти ѣко
ли къто естъ отъ васъ [MASK] еже аште въспроситъ с҃нъ [MASK] хлѣба еда камень подастъ емоу	ли къто естъ отъ васъ ч҃къ еже аште въспроситъ с҃нъ твои хлѣба еда камень подастъ емоу
что [MASK] пѫти вь себѣ помꙑшлѣашете	что на пѫти вь себѣ помꙑшлѣашете
по чьто оученици ꙇоанови ꙇ [MASK] постѧтъ сѧ а твоі оученици не постѧтъ сѧ	по чьто оученици ꙇоанови ꙇ фарисѣꙇсци постѧтъ сѧ а твоі оученици не постѧтъ сѧ
ꙇ г҃ла емоу и҃с	ꙇ г҃ла емоу и҃с
Си бъістъ [MASK] Ѣко оправъданеї твоїхъ вьзискахъ	Си бъістъ мьнѣ Ѣко оправъданеї твоїхъ вьзискахъ
тъгда отъвѣштавъ и҃с рече еи	тъгда отъвѣштавъ и҃с рече еи
Блаженꙑи҅ же прѣставъ и҆ [MASK] пѫти прістѫпи къ н҄емоу	Блаженꙑи҅ же прѣставъ и҆ на пѫти прістѫпи къ н҄емоу
б҃лгвна тꙑ вь женахъ ꙇ б҃лгсвенъ [MASK] чрѣва твоего	б҃лгвна тꙑ вь женахъ ꙇ б҃лгсвенъ плодъ чрѣва твоего
се прѣстрада да нꙑ [MASK] неправдꙑ работꙑ и҅ꙁь҆метъ и҅ о҅тъ нечь҆стиꙗ и҅ꙁбавитъ	се прѣстрада да нꙑ о҅тъ неправдꙑ работꙑ и҅ꙁь҆метъ и҅ о҅тъ нечь҆стиꙗ и҅ꙁбавитъ
рече	рече
Излъѣ сѩ [MASK] на кънѩѕѩ іхъ	Излъѣ сѩ оунічьженье на кънѩѕѩ іхъ
ꙁаколень прѣди лежи х꙯съ	ꙁаколень прѣди лежи х꙯съ
вь͗зь͗ми и͑ поя͑сы [MASK] и͑ тѢлеса	вь͗зь͗ми и͑ поя͑сы нашⱕ и͑ тѢлеса
гласъ же прѣбываа͑ше зовы	гласъ же прѣбываа͑ше зовы
сиѭ же дъштерь аврамлѭ сѫштѫ ѭже съвѧза сотона се осмое на десѧте [MASK] [MASK] достоѣаше ли раздрѣшити еѩ отъ ѫзꙑ вь день соботънꙑ	сиѭ же дъштерь аврамлѭ сѫштѫ ѭже съвѧза сотона се осмое на десѧте лѣто не достоѣаше ли раздрѣшити еѩ отъ ѫзꙑ вь день соботънꙑ
о҅тъкѫдоу и҅ꙁлѣꙁъше	о҅тъкѫдоу и҅ꙁлѣꙁъше
аште сн҃ъ еси бж҃іи рьци да камение се xлѣби [MASK]	аште сн҃ъ еси бж҃іи рьци да камение се xлѣби бѫдѫтъ
Дѣлаите не брашъно гꙑблѭштее нъ [MASK] [MASK] въ животѣ вѣчьнѣемь еже с҃нъ ч҃лвскꙑ вамъ дастъ	Дѣлаите не брашъно гꙑблѭштее нъ брашъно прѣбꙑваѭщее въ животѣ вѣчьнѣемь еже с҃нъ ч҃лвскꙑ вамъ дастъ
Прішьлець есмь азъ на земли	Прішьлець есмь азъ на земли
о҅тче повели да вь҆станетъ лаꙁарь҆	о҅тче повели да вь҆станетъ лаꙁарь҆
словомъ божиѥ҅мъ о҅твръꙁаатъ о̑уста	словомъ божиѥ҅мъ о҅твръꙁаатъ о̑уста
ꙇ рѫгаахѫ сѧ емоу	ꙇ рѫгаахѫ сѧ емоу
Ч҃лвкъ етеръ бѣ богатъ [MASK] имѣаше приставьникъ ꙇ тъ оклеветанъ бꙑстъ къ [MASK] ѣко растачаѩ имѣние его	Ч҃лвкъ етеръ бѣ богатъ ꙇже имѣаше приставьникъ ꙇ тъ оклеветанъ бꙑстъ къ немоу ѣко растачаѩ имѣние его
Гї҃ на не҃бсї милостъ твоѣ	Гї҃ на не҃бсї милостъ твоѣ
имѣте и	имѣте и
приди	приди
а҅ште бо не вѣ никꙿтоже сице [MASK] то и҅ сѫдии҆ ѥ҅го не послоушаѥ҅тꙿ	а҅ште бо не вѣ никꙿтоже сице глаголати то и҅ сѫдии҆ ѥ҅го не послоушаѥ҅тꙿ
сътворитъ г҃ь [MASK] ништіімъ І месть оубогъіимъ	сътворитъ г҃ь сѫдъ ништіімъ І месть оубогъіимъ
и҅ сь҆де вь҆вѣривъ о҅тиде да о҄увѣси [MASK] длъготрь҆пѣниѥ҆	и҅ сь҆де вь҆вѣривъ о҅тиде да о҄увѣси ѥ҅го длъготрь҆пѣниѥ҆
ісповѣмь ти сѩ імени твоему	ісповѣмь ти сѩ імени твоему
стѣн҄ь о̑ученикъ въставь҆ꙗше мрътвꙑѧ҆	стѣн҄ь о̑ученикъ въставь҆ꙗше мрътвꙑѧ҆
се мати [MASK] и братриѣ моѣ	се мати моѣ и братриѣ моѣ
свѣтоу бо владꙑка [MASK] и҅с тъмꙑ ть҆мничь҆нꙑѧ прости ѥ҅го	свѣтоу бо владꙑка христосъ и҅с тъмꙑ ть҆мничь҆нꙑѧ прости ѥ҅го
не [MASK] о҅тъ сѫжденꙑи҅хъ пръстъ нашихъ	не о҅тъбѣгаѥ҅тъ о҅тъ сѫжденꙑи҅хъ пръстъ нашихъ
ꙇ съглѧдавъ [MASK] окръсть его г҃ла	ꙇ съглѧдавъ стоѩштѧѩ окръсть его г҃ла
ꙇ сѫштю емоу въ [MASK] въ домоу симона прокаженааго вьзлежѧштю емоу приде жена ꙇмѫшти алавастръ хризмꙑ наръдънꙑ пистикиѩ [MASK]	ꙇ сѫштю емоу въ витании въ домоу симона прокаженааго вьзлежѧштю емоу приде жена ꙇмѫшти алавастръ хризмꙑ наръдънꙑ пистикиѩ драгꙑ
Ижде [MASK] не оставітъ лі въсего Ниже сънідетъ съ німъ слава домоу его	Ижде оуміраѩі не оставітъ лі въсего Ниже сънідетъ съ німъ слава домоу его
почто о̑убо паче [MASK] фарисеи҆ не печаасте сꙙ о҅ себѣ	почто о̑убо паче ѡ̑ фарисеи҆ не печаасте сꙙ о҅ себѣ
ѣко благъ г҃ь	ѣко благъ г҃ь
како божии свꙙтꙑи доухъ свꙙтꙑими свои҅ми҆ а҅кꙑ о̑уже [MASK] хотꙙштаꙗ бꙑти проповѣдаа҅ше	како божии свꙙтꙑи доухъ свꙙтꙑими свои҅ми҆ а҅кꙑ о̑уже сѫшта хотꙙштаꙗ бꙑти проповѣдаа҅ше
Вьзвеличилъ [MASK] г҃ь сътворити съ нами	Вьзвеличилъ естъ г҃ь сътворити съ нами
пꙙтиѭ҄ хлѣбъ пꙙть҆ тꙑсѫштъ насꙑтивъшꙋ въ поустꙑн҄и ти томоу вѣрꙑ не [MASK]	пꙙтиѭ҄ хлѣбъ пꙙть҆ тꙑсѫштъ насꙑтивъшꙋ въ поустꙑн҄и ти томоу вѣрꙑ не ѧ҅хомь҆
ꙇ г҃ла имъ	ꙇ г҃ла имъ
что ми велиши [MASK] рѣчи вѣровати	что ми велиши о҅тъ рѣчи вѣровати
Свꙙтꙑи҅мъ же мѫченикомъ ꙁатворенꙑмъ въ ть҆мници [MASK] сѫтъ си ꙁаниѳас лаꙁаръ мароѳас нерсис и҅лиа марис а҅вивос [MASK] сава	Свꙙтꙑи҅мъ же мѫченикомъ ꙁатворенꙑмъ въ ть҆мници и҅мена сѫтъ си ꙁаниѳас лаꙁаръ мароѳас нерсис и҅лиа марис а҅вивос симвои҅ѳис сава
аминь г҃лѭ вамъ	аминь г҃лѭ вамъ
блаженыи͑ же василискъ бѣа͑ше вь͗ [MASK] плачⱕ сⱕ и͑ молⱕ сⱕ и глагол̑ⱕ	блаженыи͑ же василискъ бѣа͑ше вь͗ темници плачⱕ сⱕ и͑ молⱕ сⱕ и глагол̑ⱕ
Ꙇ [MASK] оба на десѧте и начѧтъ ѩ сълати дъва нъ дъва ꙇ дааше имъ власть на [MASK] нечистꙑхъ [MASK] запрѣти [MASK] да ничьсоже не вьземлѭтъ на пѫть тъкмо жезлъ единъ ни пирꙑ ни хлѣба ни при поѣсѣ мѣди нъ обоувенꙑ въ [MASK] ꙇ не облачити сѧ вь дъвѣ ризѣ	Ꙇ призъвавъ оба на десѧте и начѧтъ ѩ сълати дъва нъ дъва ꙇ дааше имъ власть на д҃сѣхъ нечистꙑхъ ꙇ запрѣти имъ да ничьсоже не вьземлѭтъ на пѫть тъкмо жезлъ единъ ни пирꙑ ни хлѣба ни при поѣсѣ мѣди нъ обоувенꙑ въ сандалиѩ ꙇ не облачити сѧ вь дъвѣ ризѣ
ꙁао̑утра бо рече їс꙯ и҅дꙑ въ градъ [MASK]	ꙁао̑утра бо рече їс꙯ и҅дꙑ въ градъ въꙁаа҅лꙿка
[MASK] се рече е҅лисавеѳь҆ ѫ҅жика твоꙗ и҅ та ꙁачꙙтъ сꙑнъ	и҅ се рече е҅лисавеѳь҆ ѫ҅жика твоꙗ и҅ та ꙁачꙙтъ сꙑнъ
ꙇ пристѫпьше фарисѣи и садѵкеи искоушаѭште и просишѧ знамениѣ с н҃бсе [MASK] имъ	ꙇ пристѫпьше фарисѣи и садѵкеи искоушаѭште и просишѧ знамениѣ с н҃бсе показати имъ
ꙇ бꙑстъ боурѣ вѣтръна велиѣ	ꙇ бꙑстъ боурѣ вѣтръна велиѣ
Мнѣ же [MASK] честьни бъішѩ дроуѕи твоі б҃же	Мнѣ же ѕѣло честьни бъішѩ дроуѕи твоі б҃же
Ї възведе мѩ отъ [MASK] стрі Ї отъ бръньѣ тімѣна	Ї възведе мѩ отъ рова стрі Ї отъ бръньѣ тімѣна
Прѣдъ тобоѭ сѫтъ вьсі сътѫжаѭштеі [MASK]	Прѣдъ тобоѭ сѫтъ вьсі сътѫжаѭштеі мьнѣ
Въздрадоуемъ сѩ сп҃ни твоемъ	Въздрадоуемъ сѩ сп҃ни твоемъ
тѣмꙿ прѣльсть демонъскаꙗ раꙁори сꙙ	тѣмꙿ прѣльсть демонъскаꙗ раꙁори сꙙ
азъ есмъ	азъ есмъ
ꙇ рече мариѣ	ꙇ рече мариѣ
Милостъ же гн҃ѣ отъ вѣка І до вѣка [MASK] боѩщіихъ сѩ его	Милостъ же гн҃ѣ отъ вѣка І до вѣка на боѩщіихъ сѩ его
нъ ѥ҅дно бꙑваѥ҅тъ тъчь҆ѭ̑ ѥ҅же о҅бличеноу бꙑти гробоу [MASK] вьвѣреноу бꙑти о҅тъ сего въстанию̑	нъ ѥ҅дно бꙑваѥ҅тъ тъчь҆ѭ̑ ѥ҅же о҅бличеноу бꙑти гробоу и҅ вьвѣреноу бꙑти о҅тъ сего въстанию̑
Їз глѫбинъі возъвахъ къ [MASK] г҃і	Їз глѫбинъі возъвахъ къ тебѣ г҃і
се и҅ма [MASK] великомъ страхъмъ глагол҄ѫштема раꙁдра сꙙ о҅гн҄ьнꙑи҆ о҅блакъ и҅ ста	се и҅ма съ великомъ страхъмъ глагол҄ѫштема раꙁдра сꙙ о҅гн҄ьнꙑи҆ о҅блакъ и҅ ста
ВЬ КОНЦЬ	ВЬ КОНЦЬ
Не прѣдаждь [MASK] г҃і отъ похоти моеѩ грѣшьникови	Не прѣдаждь мене г҃і отъ похоти моеѩ грѣшьникови
омилоуи мѩ г҃і	омилоуи мѩ г҃і
и҅ лепидонъ рече	и҅ лепидонъ рече
о̑уста и͑мѫтъ и͑ не глагол̑ѫтъ	о̑уста и͑мѫтъ и͑ не глагол̑ѫтъ
[MASK] ѥ͑моу житиѥ богъ почь͗те я͑коже и͑ по съмрьти ѥ͑го славь͗нѣи͑ша сътвори	Тако ѥ͑моу житиѥ богъ почь͗те я͑коже и͑ по съмрьти ѥ͑го славь͗нѣи͑ша сътвори
Въ ньже колижъдо градъ ли вь весь вьнидете ꙇспꙑтаите [MASK] вь немь достоинъ естъ	Въ ньже колижъдо градъ ли вь весь вьнидете ꙇспꙑтаите кто вь немь достоинъ естъ
о҅тврь҆стѣ о̑уши и҅ не слꙑшасте	о҅тврь҆стѣ о̑уши и҅ не слꙑшасте
никтоже не [MASK] прити къ мьнѣ аште не о҃тцъ посълавꙑи мѧ привлѣчетъ его ꙇ азъ [MASK] и въ послѣдьнии дьнь	никтоже не можетъ прити къ мьнѣ аште не о҃тцъ посълавꙑи мѧ привлѣчетъ его ꙇ азъ въскрѣшѫ и въ послѣдьнии дьнь
посрамлѣѭтъ сѧ с҃на моего	посрамлѣѭтъ сѧ с҃на моего
она же рече	она же рече
Многомилостивꙑи же б꙯ъ вь҆сꙙ [MASK] хотꙙи҆ съпасти и҅ на о҄увѣдѣнь҆ѥ҆ и҅стинꙑ прити не попоусти вь҆семоу градоу [MASK] ꙁеми погꙑбꙿнѫти о҅тъ сотонꙑ	Многомилостивꙑи же б꙯ъ вь҆сꙙ чловѣкꙑ хотꙙи҆ съпасти и҅ на о҄увѣдѣнь҆ѥ҆ и҅стинꙑ прити не попоусти вь҆семоу градоу и҅ ꙁеми погꙑбꙿнѫти о҅тъ сотонꙑ
Ѣко тъ ізбавітъ мѩ отъ сѣті [MASK] і отъ словеси мѩтежьна	Ѣко тъ ізбавітъ мѩ отъ сѣті ловьчѩ і отъ словеси мѩтежьна
тако ми [MASK] богꙑн҄ѫ а҅ртемѫ и҅ двоѥнадесꙙтелоучь҆ноѥ сльнь҆це	тако ми великѫѭ҄ богꙑн҄ѫ а҅ртемѫ и҅ двоѥнадесꙙтелоучь҆ноѥ сльнь҆це
онъ же отъвѣштавъ рече емоу	онъ же отъвѣштавъ рече емоу
онъ же рече	онъ же рече
ВЬСПОМИНАНИЕ О СѪБОТѢ	ВЬСПОМИНАНИЕ О СѪБОТѢ
Ї прізъіваіте імѩ го	Ї прізъіваіте імѩ го
егда же оуслꙑша ѣко болитъ тъгда [MASK] прѣбꙑстъ на немьже бѣ мѣстѣ дъва дьни	егда же оуслꙑша ѣко болитъ тъгда же прѣбꙑстъ на немьже бѣ мѣстѣ дъва дьни
[MASK] прѣгрѣшеніѣ моѣ отъ тебе не оутаішѩ сѩ	Ї прѣгрѣшеніѣ моѣ отъ тебе не оутаішѩ сѩ
Вьнъмі моленье мое	Вьнъмі моленье мое
боѣахѫ бо сѧ людии	боѣахѫ бо сѧ людии
бꙑвъши же [MASK] ꙇ гон҄ению словесе ради абье съблажн҄ѣетъ сѧ	бꙑвъши же печали ꙇ гон҄ению словесе ради абье съблажн҄ѣетъ сѧ
а҅ште ль҆сти тоу сꙙ раждаѥ҅тъ	а҅ште ль҆сти тоу сꙙ раждаѥ҅тъ
и͑ сѣдѣа͑хѫ о͑крѫгʼ тѣлесоу ѥ͑ю̑ я͑коже [MASK] моухы о͑тъ н̑ею̑ о͑тъгонити	и͑ сѣдѣа͑хѫ о͑крѫгʼ тѣлесоу ѥ͑ю̑ я͑коже и͑ моухы о͑тъ н̑ею̑ о͑тъгонити
Чрѣновьнꙑѩ львовꙑ съкроушілъ естъ г҃ъ	Чрѣновьнꙑѩ львовꙑ съкроушілъ естъ г҃ъ
о̑учин҄ениѥ бо [MASK] о̑удовъ о҅браꙁъ ѥ҅стъ е҅теръ доушевь҆наꙿго о̑устроѥнь҆ꙗ	о̑учин҄ениѥ бо вь҆нѣшꙿн҄иихъ о̑удовъ о҅браꙁъ ѥ҅стъ е҅теръ доушевь҆наꙿго о̑устроѥнь҆ꙗ
побѣдникъ бо кръстъ	побѣдникъ бо кръстъ
ꙇ скръбѧще ѕѣло начѧсѧ г҃лти [MASK] единъ кожъдо ихъ	ꙇ скръбѧще ѕѣло начѧсѧ г҃лти емоу единъ кожъдо ихъ
РАЗОУМЪ АСАФОВЪ	РАЗОУМЪ АСАФОВЪ
[MASK] а҅враа҅мъ прадѣдъ х꙯совъ жъръцъ и҅же беꙁбожьнѫѭ̑ и҅ бесъмрътънѫѭ̑ жрътвѫ богоу пожрълъ ѥ҅стъ	Тоу а҅враа҅мъ прадѣдъ х꙯совъ жъръцъ и҅же беꙁбожьнѫѭ̑ и҅ бесъмрътънѫѭ̑ жрътвѫ богоу пожрълъ ѥ҅стъ
ꙁатворита и вь҆ темници съ вь҆сѣкоѭ̑ скръбь҆ѭ̑ и҅ веригꙑ наложита на вꙑѭ̑ ѥ҅моу доньдеже [MASK] сꙙ о̑уморѫ и҆ [MASK] соуѥ҅ть҆нѣѣмъ ѥ҅го проречении҆	ꙁатворита и вь҆ темници съ вь҆сѣкоѭ̑ скръбь҆ѭ̑ и҅ веригꙑ наложита на вꙑѭ̑ ѥ҅моу доньдеже о҅брашть҆ сꙙ о̑уморѫ и҆ по соуѥ҅ть҆нѣѣмъ ѥ҅го проречении҆
о̑убои҅ сꙙ а҅кꙑ цр꙯ѣ	о̑убои҅ сꙙ а҅кꙑ цр꙯ѣ
[MASK] придѫ въ и҃лмъ и въшедъ и҃съ въ цркⷡ҇ъ начѧтъ [MASK] продаѭштѧѩ҅ ꙇ коупоуѭщѧѩ в ц҃ркве ꙇ дъскꙑ тръжъникъ ꙇ сѣдалишта продаѭштихъ голѫби испровръже	ꙇ придѫ въ и҃лмъ и въшедъ и҃съ въ цркⷡ҇ъ начѧтъ изгонити продаѭштѧѩ҅ ꙇ коупоуѭщѧѩ в ц҃ркве ꙇ дъскꙑ тръжъникъ ꙇ сѣдалишта продаѭштихъ голѫби испровръже
нꙑнѣ разоумѣхомъ ѣко бѣсъ имаши	нꙑнѣ разоумѣхомъ ѣко бѣсъ имаши
бѣа҅ше же [MASK] а҅лчъбоѭ҄ многоѭ҄ себе соушаста	бѣа҅ше же ѥ҅гда а҅лчъбоѭ҄ многоѭ҄ себе соушаста
[MASK] ли ѣко мира придъ дати на землѭ	мьните ли ѣко мира придъ дати на землѭ
аште [MASK] въ неправедьнѣемь жити не бꙑсте вѣрьни въ істиньнѣмь къто вамъ вѣрѫ иметъ	аште оубо въ неправедьнѣемь жити не бꙑсте вѣрьни въ істиньнѣмь къто вамъ вѣрѫ иметъ
ꙇ тꙑ бѣ съ [MASK] галилеискꙑмъ	ꙇ тꙑ бѣ съ и҃҅смь галилеискꙑмъ
Ꙇ бꙑстъ идѫштю емоу въ и҃мъ ꙇ тъ [MASK] междю самариеѭ галилѣеѭ	Ꙇ бꙑстъ идѫштю емоу въ и҃мъ ꙇ тъ прохождааше междю самариеѭ галилѣеѭ
о͑и͑ми бо дръзнѫшⱕ сътворіти	о͑и͑ми бо дръзнѫшⱕ сътворіти
в҃ї	в҃ї
и начѧсѧ помꙑшлѣти кънижъници [MASK] фарисѣи г҃лште	и начѧсѧ помꙑшлѣти кънижъници и фарисѣи г҃лште
видѣшⱕ бо коѥго рѫгаѭ̑шта сⱕ	видѣшⱕ бо коѥго рѫгаѭ̑шта сⱕ
ꙇ въставъ отъ молитвꙑ пришедъ къ оученикомъ обрѣте ѩ съпѧштѧ [MASK] печали	ꙇ въставъ отъ молитвꙑ пришедъ къ оученикомъ обрѣте ѩ съпѧштѧ отъ печали
богъ пль҆тиѭ̑ и҅ [MASK] и҅ а҅дъ въстрепета	богъ пль҆тиѭ̑ и҅ о̑усь҆пе и҅ а҅дъ въстрепета
Бльсні млъниеѭ твоеѭ	Бльсні млъниеѭ твоеѭ
[MASK] вечери бꙑвъши диѣволоу юже въложъшю въ с҃рдце июдѣ симоновоу искариотъскоумоу да и прѣдастъ вѣдꙑ и҃с ѣко вьсѣ дастъ емоу о҃тцъ въ рѫцѣ ꙇ ѣко отъ б҃а изиде и къ б҃оу грѧдетъ въста съ [MASK] и [MASK] [MASK] ꙇ приемъ лентии҅ прѣпоѣса сѧ	ꙇ вечери бꙑвъши диѣволоу юже въложъшю въ с҃рдце июдѣ симоновоу искариотъскоумоу да и прѣдастъ вѣдꙑ и҃с ѣко вьсѣ дастъ емоу о҃тцъ въ рѫцѣ ꙇ ѣко отъ б҃а изиде и къ б҃оу грѧдетъ въста съ вечерѧ и положи ризꙑ ꙇ приемъ лентии҅ прѣпоѣса сѧ
і ношть ѣко [MASK] просвѣтитъ сѩ	і ношть ѣко день просвѣтитъ сѩ
[MASK] о̑убои҅цъ неприꙗ҅ꙁнь҆ствоу нъ младꙑи҅хъ беꙁълобию̑	не о̑убои҅цъ неприꙗ҅ꙁнь҆ствоу нъ младꙑи҅хъ беꙁълобию̑
Се къ себѣ [MASK] и҅ бесѣдоваста	Се къ себѣ глаголаста и҅ бесѣдоваста
а҅ рождьство ѥ҅го вь҆семоу [MASK] о҅делѣ	а҅ рождьство ѥ҅го вь҆семоу словоу о҅делѣ
и҅ съдѣи҅ствомъ господа нешего [MASK] хс꙯а и҅ о҅во и҅хъ и҅ꙁбишꙙ о҅во же прогнашꙙ	и҅ съдѣи҅ствомъ господа нешего їс꙯ хс꙯а и҅ о҅во и҅хъ и҅ꙁбишꙙ о҅во же прогнашꙙ
о͑въ да и͑збѫдетъ печали	о͑въ да и͑збѫдетъ печали
Г҃лѭ [MASK] вамъ [MASK] иже аще поуститъ женѫ своѭ҄ развѣ словесе прѣлюбодѣина творитъ ѭ прѣлюбꙑ творити ꙇ҅ женѧи сѧ подъбѣгоѭ҄ прѣлюбꙑ творитъ	Г҃лѭ же вамъ ѣко иже аще поуститъ женѫ своѭ҄ развѣ словесе прѣлюбодѣина творитъ ѭ прѣлюбꙑ творити ꙇ҅ женѧи сѧ подъбѣгоѭ҄ прѣлюбꙑ творитъ
