masked	src
dé nemdai són	dé nemdai són
Tecat caínfinn corra faílinn; fos-cain cúan; ní céol ndogra [MASK] [MASK] a fráech rúad	Tecat caínfinn corra faílinn; fos-cain cúan; ní céol ndogra cerca odra a fráech rúad
.i . ciasbiursa rl.	.i. ciasbiursa rl.
Ním thorgnea eter aite [MASK] inge Conchubur ’	Ním thorgnea eter aite aile inge Conchubur’
At fola ferdamnai.	At fola ferdamnai.
.i . derb-aisṅdísin derb-ḟogir	.i. derb-aisṅdísin derb-ḟogir
in medio olseatsom	in medio olseatsom
‘ Tucthar [MASK]; ’, ar a ingena fri Brigti, ‘ uisci for ar lama; [MASK] biad dún ’.	‘Tucthar tra;’, ar a ingena fri Brigti, ‘uisci for ar lama; do-fil biad dún’.
[MASK] m-bátar and íarom tairnid énlaith forsin loch ocaib.	A m-bátar and íarom tairnid énlaith forsin loch ocaib.
.i . ni fail chumscugud ṅhuirdd and huare is dilmain ṅdo chechtar [MASK]	.i. ni fail chumscugud ṅhuirdd and huare is dilmain ṅdo chechtar ṅhái
‘ Ailbe, do-rooíd Día ’ ‘ nicon-fes [MASK] ó-tucad ’	‘Ailbe, do-rooíd Día’ ‘nicon-fes cía ó-tucad’
.i . ciade dogega	.i. ciade dogega
[MASK]. diandid nomen hiber hiberi	.i. diandid nomen hiber hiberi
.i . remiepur	.i. remiepur
[MASK] gle [MASK] boeth fiad etarlam nimarb-i ben uaidib lia celi on trat-sai co laili	Is gle diembesi boeth fiad etarlam nimarb-i ben uaidib lia celi on trat-sai co laili
.i . ississi [MASK] ed ón	.i. ississi indidbart ed ón
óa nó tromchride	óa nó tromchride
‘ Bad maith dún ’ olse ‘ ocus [MASK] hóegedaib dodn-áncatar . ’	‘Bad maith dún’ olse ‘ocus dona hóegedaib dodn-áncatar.’
[MASK] [MASK] ábairt dogní int ócláech fil and, nochon accasa riam a chutrumma.	Abras ⁊ ábairt dogní int ócláech fil and, nochon accasa riam a chutrumma.
Is and asbert Sadb fri Mac [MASK]:	Is and asbert Sadb fri Mac Con:
Níra [MASK] immorro can a tindscra do Buchet.	Níra gaib immorro can a tindscra do Buchet.
Barrán cáerthainn áirni dubai draigin duinn túarai dercna cáera [MASK] lecna Líne ugae mil mess melle Día dod-roíd ubla milsi [MASK] derca dercna froích	Barrán cáerthainn áirni dubai draigin duinn túarai dercna cáera lomma lecna Líne ugae mil mess melle Día dod-roíd ubla milsi mónainn derca dercna froích
Ní rubimsea do gáe crúaid crithlámach, nach do scían [MASK] thanaidi nách t'ferg thréith thimaircthech, ar is mórdolig mo nert do scor [MASK] [MASK] mná . ’	Ní rubimsea do gáe crúaid crithlámach, nach do scían tím thanaidi nách t'ferg thréith thimaircthech, ar is mórdolig mo nert do scor ó nirt mná.’
‘ Guid dún in Coimdid co ro-athnugther [MASK] lestar ’.	‘Guid dún in Coimdid co ro-athnugther a lestar’.
.i . ↄsechtar inmuntar [MASK] arnaroib naeícmailt inellug inna æcaillse	.i. ↄsechtar inmuntar uile arnaroib naeícmailt inellug inna æcaillse
A meic Condaid íar m-Bernas gním do-rignis robo bras; foichli ócu alla-don [MASK] 'tchonnarc guin [MASK]	A meic Condaid íar m-Bernas gním do-rignis robo bras; foichli ócu alla-don ma 'tchonnarc guin Illadon
Addaig an cendail occo isin [MASK] nfaire	Addaig an cendail occo isin suidhe nfaire
Cirillus caín cimbid céssais [MASK] rindi: do Chríst cachain ailli co slúag adbul imbi [MASK]	Cirillus caín cimbid céssais roë rindi: do Chríst cachain ailli co slúag adbul imbi.
.i . is do remisuidigddis do [MASK] inna cairddine ⁊ ind oentath	.i. is do remisuidigddis do accomol inna cairddine ⁊ ind oentath
A m-batar and medon aithchi, boi in [MASK] [MASK] airi na rind co n-accai colomain tentidi as in taig i m-baí in chumal cona [MASK] sainriuth, ⁊ do-fossaig brathair a mathar conid-accai leis: ⁊ as-bert-side ba [MASK] filia.	A m-batar and medon aithchi, boi in drui occ airi na rind co n-accai colomain tentidi as in taig i m-baí in chumal cona h-ingin sainriuth, ⁊ do-fossaig brathair a mathar conid-accai leis: ⁊ as-bert-side ba noeb filia.
amal asṁbriathar gníma aperio	amal asṁbriathar gníma aperio
Cé ní eslind lib-si ar [MASK] ind ríg nél-sa, ol am dedblén [MASK] cen chobair mo dér-sa.	Cé ní eslind lib-si ar gnúis ind ríg nél-sa, ol am dedblén trúag-sa cen chobair mo dér-sa.
.i . iscuit esbicuil nírbosirbaás	.i. iscuit esbicuil nírbosirbaás
‘ [MASK] co tísam [MASK] lind: ’ ‘ is ard cech recht co h-imchim . ’	‘Cén co tísam dúthracht lind:’ ‘is ard cech recht co h-imchim.’
‘ Nícon ticfa fri [MASK] nó adlaic thrá ’, ol ind ingen, ‘ [MASK] sét connegar and.	‘Nícon ticfa fri moín nó adlaic thrá’, ol ind ingen, ‘in sét connegar and.
.i . ished nomolfar	.i. ished nomolfar
.i . asberidsi cid arind [MASK] frit	.i. asberidsi cid arind epur frit
‘ Nírbat róescid arnábat dóescair [MASK] ’	‘Nírbat róescid arnábat dóescair.’
Doradsad Ulaid uli impidi fair [MASK] tuaslucud na cesta	Doradsad Ulaid uli impidi fair im tuaslucud na cesta
.i . nigessamni níi beschotarsne diar [MASK]	.i. nigessamni níi beschotarsne diar nícc
.i .. ɫ. ishé [MASK] iarcolinn	.i..ɫ. ishé arnathir iarcolinn
Co [MASK] in mac cucu íarsind fairci ⁊ luingine chrédumai [MASK] suidiu ⁊ rámada dí-órdai ina láim.	Co n-accatar in mac cucu íarsind fairci ⁊ luingine chrédumai fo suidiu ⁊ rámada dí-órdai ina láim.
.i . in macc	.i. in macc
.i . ut non transferatur vel non .i . nai conícumscaigther d [MASK] [MASK] dictionibus	.i. ut non transferatur vel non .i. nai conícumscaigther d in aliis dictionibus
‘ Ní rochébthar ’, ol a máthair, ‘ a [MASK]. ’	‘Ní rochébthar’, ol a máthair, ‘a condaigi.’
.i . issí didiu trebaire [MASK] cecha dethidnea domundi doimradud cen imradud nanemde	.i. issí didiu trebaire chollno cecha dethidnea domundi doimradud cen imradud nanemde
To-comlat ass i n-deilb dá én find co m-batar ocin Bruig Maicc in Óicc, ocus chechnatar cocetal cíuil co corastar inna dóini [MASK] súan trí [MASK] ocus [MASK] n-aidche.	To-comlat ass i n-deilb dá én find co m-batar ocin Bruig Maicc in Óicc, ocus chechnatar cocetal cíuil co corastar inna dóini i súan trí láa ocus teora n-aidche.
Fled mór [MASK] ríg ara ciunn.	Fled mór lassin ríg ara ciunn.
Mogelni Morca mar dam Eocho mac Dúin ba trén dorn dá mac Labrada [MASK] carad [MASK] Etan canar gorm	Mogelni Morca mar dam Eocho mac Dúin ba trén dorn dá mac Labrada cend carad Ailill Etan canar gorm
‘ [MASK] Emer, is lat in [MASK] ’ ‘ ⁊ ro mela, a deigben: ’ ‘ aní ná roich lám cidacht, ’ ‘ is écen dam a dúthracht . [MASK]	‘A Emer, is lat in fer’ ‘⁊ ro mela, a deigben:’ ‘aní ná roich lám cidacht,’ ‘is écen dam a dúthracht.’
[MASK] Domnaig Móir máinich, [MASK] abb caín clíarach, Odrán sab sóer snámach, Colmán h-aue Fiachrach.	Erc Domnaig Móir máinich, Abbán abb caín clíarach, Odrán sab sóer snámach, Colmán h-aue Fiachrach.
.i . nítabarthi [MASK] doneoch fornach nénirt arafoirbthetu fadesin	.i. nítabarthi dímess doneoch fornach nénirt arafoirbthetu fadesin
innaaicniud feisin	innaaicniud feisin
Sadb [MASK] Chuind berte maccu do Moshaulum.	Sadb ingen Chuind berte maccu do Moshaulum.
.i . isbées tra donaib dagforcitlidib molad [MASK] innanétside aracarat anrochlúinetar	.i. isbées tra donaib dagforcitlidib molad ingni innanétside aracarat anrochlúinetar
Berair ass íarom co [MASK] co cend [MASK] isin magin sin cen labrad fri nech etir.	Berair ass íarom co m-boí co cend m-blíadna isin magin sin cen labrad fri nech etir.
[MASK]. mór intserc condechuith rl.	.i. mór intserc condechuith rl.
.i . isdiummussag is anfissid	.i. isdiummussag is anfissid
Eclas Dé bíi.	Eclas Dé bíi.
is cummmae limm etir ph ⁊ [MASK]	is cummmae limm etir ph ⁊ f
.i . atréde túas	.i. atréde túas
.i . badfaitig frisinfoirinsin	.i. badfaitig frisinfoirinsin
Sen-chathraig na n-gente imma rérad [MASK], it fássa cen adrad, amail [MASK] Lugdach.	Sen-chathraig na n-gente imma rérad rudrad, it fássa cen adrad, amail Lathrach Lugdach.
Dogníth uile anísin amal [MASK].	Dogníth uile anísin amal asbertsom.
.i . [MASK] tan adcóidemmar di comparit	.i. in tan adcóidemmar di comparit
‘ Itá i [MASK] Mell, ’ ol sí.	‘Itá i m-Maig Mell,’ ol sí.
.i . itge aile	.i. itge aile
.i . isdo inso noainfeda	.i. isdo inso noainfeda
Ba [MASK] ierom innus an gnimusae sin dobreth do denam an tighi sin	Ba comhnart ierom innus an gnimusae sin dobreth do denam an tighi sin
.i [MASK] baferr són immurgu limsa	.i. baferr són immurgu limsa
‘ Níba [MASK] ar nárbat aithrech . ’	‘Níba tathboingid ar nárbat aithrech.’
Ba samalta [MASK] h-erball fiadheich an mong gaisedech [MASK] consuiged tar a formna siar sechtair	Ba samalta fri h-erball fiadheich an mong gaisedech greliath consuiged tar a formna siar sechtair
mad grec roppad diil tanaisi [MASK] pelagus	mad grec roppad diil tanaisi ut pelagus
[MASK] Cia bet as-rubart ni erbart na olc, a chaillecha ’.	‘Cia bet as-rubart ni erbart na olc, a chaillecha’.
Ocus is and sin ro gab [MASK] móir ⁊ drochmenmain in [MASK] oc fégad Manandán ⁊ dorigni laíd:	Ocus is and sin ro gab etere móir ⁊ drochmenmain in n-ingin oc fégad Manandán ⁊ dorigni laíd:
.i . ishé asairchinnech innanuile	.i. ishé asairchinnech innanuile
‘ Rod [MASK] súan slán subach! ’	‘Rod dúschi súan slán subach!’
.i . arimp díthnad hícc dúibsi foditiu fochide [MASK].i [MASK] andugníat ar magistir isferr dún adénum	.i. arimp díthnad hícc dúibsi foditiu fochide dúnni .i. andugníat ar magistir isferr dún adénum
Cu mbu hí [MASK] ben bertho a étach ocus a armb ina diaig	Cu mbu hí a ben bertho a étach ocus a armb ina diaig
[MASK] Is ferr ’, ar Brigit ‘ ⁊ berae [MASK]; not-glanfaitir ’.	‘Is ferr’, ar Brigit ‘⁊ berae bennachad; not-glanfaitir’.
Srúaim n-ecnai co n-áni [MASK] Sechnall mind ar flathae, ro gab ceol, [MASK] solad, molad Pátric Machae.	Srúaim n-ecnai co n-áni, Sechnall mind ar flathae, ro gab ceol, sóer solad, molad Pátric Machae.
‘ [MASK] in cnoc ro buí ’ [MASK] álaind-ben Eithne Ingubai ’ ‘ acht in [MASK] atberar sund ’ ‘ beres na slúagu asa cund . ’	‘Atchonnarc in cnoc ro buí’ ‘álaind-ben Eithne Ingubai’ ‘acht in ben atberar sund’ ‘beres na slúagu asa cund.’
.i . imcháinti athissi	.i. imcháinti athissi
Fergaile, Congus, Cathal	Fergaile, Congus, Cathal
.i . icutrummus fribsi	.i. icutrummus fribsi
.i . a sainreth	.i. a sainreth
.i . ishésom doradchiúir ⁊ ishé dano astaidchricc ed [MASK]	.i. ishésom doradchiúir ⁊ ishé dano astaidchricc ed ón
.i . [MASK] do húasalathrachaib fáthib apstalib	.i. dorinfess do húasalathrachaib fáthib apstalib
[MASK]. indindocbál doratad docrist condartar dúnni less	.i. indindocbál doratad docrist condartar dúnni less
.i . dofognam duit.ɫ.	.i. dofognam duit.ɫ.
.i . [MASK] anse duit iar neurt inspirito nóib	.i. niba anse duit iar neurt inspirito nóib
.i . ammuintire fesine	.i. ammuintire fesine
.i [MASK] ar chuit aisṅdisen ⁊ foguir	.i. ar chuit aisṅdisen ⁊ foguir
Ethlenn blíadna.	Ethlenn blíadna.
.i . amal bid	.i. amal bid
dalte side dosom	dalte side dosom
coldde quia fit corylus nomen [MASK]	coldde quia fit corylus nomen arboris
bruthnaigim tertie coniugationis	bruthnaigim tertie coniugationis
Afraig suas iersuidi ⁊ rel	Afraig suas iersuidi ⁊ rel
Ní comul fri nech [MASK] fri ríg nammá ’	Ní comul fri nech inge fri ríg nammá’
Pridie nonas Maii.	Pridie nonas Maii.
fritinfed nícce dochách	fritinfed nícce dochách
condib ps dodaintá	condib ps dodaintá
son diuit insin	son diuit insin
.i . ced ed tra fodeud amal foruigensid [MASK] fognid dofírinni beded noibde	.i. ced ed tra fodeud amal foruigensid dopeccad fognid dofírinni beded noibde
[MASK]. sechihed ríi aless arintaibrid di	.i. sechihed ríi aless arintaibrid di
Is and in ben:	Is and in ben:
‘ Subaide óic fria lín [MASK] ’ ol Mac Con.	‘Subaide óic fria lín,’ ol Mac Con.
medón-tairismid nó gabaltaid	medón-tairismid nó gabaltaid
.i . mad cumme imned [MASK] aimned fessin	.i. mad cumme imned ácheli aimned fessin
.i . lase asṁbiur	.i. lase asṁbiur
idus Aprilis.	idus Aprilis.
[MASK] Airg a gilla ’ orse dia blíadnae ‘ co n-airchedul do [MASK] Érenn ’	‘Airg a gilla’ orse dia blíadnae ‘co n-airchedul do ríg Érenn’
Luid medón laí ara bárach dia [MASK]	Luid medón laí ara bárach dia thairbirt-som
In ragae-su? ’	In ragae-su?’
.i . isairiubsi	.i. isairiubsi
[MASK] [MASK] cid asmaith disunt tra nianse sulbirigfer .i . tucfa momenme anasbérat mo beiúil	.i. cid asmaith disunt tra nianse sulbirigfer .i. tucfa momenme anasbérat mo beiúil
‘ Ná machtnaig ’ ol int ócclach ‘ eolach no-t-accaillenn ar [MASK] bá-sa hi fiadnaissi in chutma [MASK]	‘Ná machtnaig’ ol int ócclach ‘eolach no-t-accaillenn ar ro bá-sa hi fiadnaissi in chutma’
innafliuchaide	innafliuchaide
As-bert frie tria diuiti do dídnad a bróin, [MASK] [MASK] i [MASK] Slébe Mis aníar, h-éo da-n-aidbded and dia secht m-blíadne, uball óir boí inna medón.	As-bert frie tria diuiti do dídnad a bróin, tipre boí i toíb Slébe Mis aníar, h-éo da-n-aidbded and dia secht m-blíadne, uball óir boí inna medón.
alleith aitrebthado	alleith aitrebthado
[MASK] ni ba conntapairt mina crete do Dia ⁊ naom-Patraic ar ni siafra donanic	Doraga ni ba conntapairt mina crete do Dia ⁊ naom-Patraic ar ni siafra donanic
dochenéiuil communia sunt	dochenéiuil communia sunt
nicon rethid fuili rethit fuili for [MASK].	nicon rethid fuili rethit fuili for remmaig.
dodiis asberr són semper	dodiis asberr són semper
‘ Nipsa cu-sa cuipp i [MASK] ba-sa cu-sa comnart do comlund ’	‘Nipsa cu-sa cuipp i n-urcuill ba-sa cu-sa comnart do comlund’
cuilennbócc	cuilennbócc
Is amlaid sin tra [MASK] ind [MASK] co m-betiss immurgu na torthae iarna coir lasna flaithi	Is amlaid sin tra do-aissilbith ind flaith co m-betiss immurgu na torthae iarna coir lasna flaithi
‘ Ní hed is accobor limm ’, ol [MASK], ‘ acht dul do imbirt na fidchille [MASK] fri Fróech . ’	‘Ní hed is accobor limm’, ol Medb, ‘acht dul do imbirt na fidchille thall fri Fróech.’
.i [MASK] másu [MASK] is inimdibiu rl . Ní fortorbe nimdibi tra dotéit som act is formolad	.i. másu and is inimdibiu rl. Ní fortorbe nimdibi tra dotéit som act is formolad
.i . promthe iniriss	.i. promthe iniriss
[MASK] Is meth ní maith cotlud trom [MASK] ’ ‘ is mertan ar n-écomlond, ’ ‘ is loim for sáith súan h-i fat, ’ ‘ tánaisi d'éc éccomnart [MASK] ’	‘Is meth ní maith cotlud trom,’ ‘is mertan ar n-écomlond,’ ‘is loim for sáith súan h-i fat,’ ‘tánaisi d'éc éccomnart.’
nonas Iunii.	nonas Iunii.
sabíṅdae .i . gaide	sabíṅdae .i. gaide
Pridie idus Febr.	Pridie idus Febr.
Sluind lett [MASK] pais Publi pais Maircill mind m-búadach, [MASK] mór máinech, macc caindeldae Cúanach.	Sluind lett la pais Publi pais Maircill mind m-búadach, Baethíne mór máinech, macc caindeldae Cúanach.
friprecept forcital	friprecept forcital
nírela a ainm amal guthaigthi ⁊ nídiuschi fogur [MASK] consana	nírela a ainm amal guthaigthi ⁊ nídiuschi fogur amal consana
.i . saibes inobar	.i. saibes inobar
.i [MASK] ishésom rofitir ciachruth pridchimmeni	.i. ishésom rofitir ciachruth pridchimmeni
emid di fiur	emid di fiur
.i . rupu accubur leu etergne muchumachti ⁊ rusmbói [MASK]	.i. rupu accubur leu etergne muchumachti ⁊ rusmbói dano
.i . inna [MASK] anman tiagdde in eus	.i. inna n anman tiagdde in eus
[MASK] mmebul lée buith donaib ócaib cen bíad.	Ba mmebul lée buith donaib ócaib cen bíad.
Rom-shóerae, á Íssu, á [MASK] úasail amri amail sóersai Iónas de [MASK] céti magni.	Rom-shóerae, á Íssu, á rí úasail amri amail sóersai Iónas de brú céti magni.
[MASK] Cú Chulaind mac Soalte, ’ ‘ i [MASK] ina shúan ’ ‘ bés atchoad cena shlúag . ’	‘Cú Chulaind mac Soalte,’ ‘i n-atchonnairc ina shúan’ ‘bés atchoad cena shlúag.’
.i [MASK] dothabairt diglæ for pecthachu	.i. dothabairt diglæ for pecthachu
ní tat ainmnidi	ní tat ainmnidi
No-n-déca Adamnán go ferccach ocus do-beir airrdhe na croiche ina acchaid [MASK] chéttóir	No-n-déca Adamnán go ferccach ocus do-beir airrdhe na croiche ina acchaid fo chéttóir
Is ann iarum innister a accalaim ocus tuidhecht ina gnúis dáenna don demon d'ionnsaige Adamnáin ar dáigh ro timoircsett [MASK] ar éiccin fir Muman tíchtain go hAdamnán ocus is amlaidh táinic co [MASK] [MASK]	Is ann iarum innister a accalaim ocus tuidhecht ina gnúis dáenna don demon d'ionnsaige Adamnáin ar dáigh ro timoircsett fair ar éiccin fir Muman tíchtain go hAdamnán ocus is amlaidh táinic co cestaibh imdaibh
Con-recat for óen-chái cen mair do-da-farnaic, [MASK] Mairc, mind n-airdirc, la féil [MASK] Barnaip.	Con-recat for óen-chái cen mair do-da-farnaic, prím-fhéil Mairc, mind n-airdirc, la féil m-búadaig Barnaip.
Rom-shóerae [MASK] á Íssu, a Choimmdiu as deodam, amail [MASK] Daniél assin chuithi leoman.	Rom-shóerae, á Íssu, a Choimmdiu as deodam, amail sóersai Daniél assin chuithi leoman.
La bethaid a anmae [MASK] flaith gréne gile, iarna breith [MASK] ingru for dindgnu secht nime.	La bethaid a anmae h-i flaith gréne gile, iarna breith sech ingru for dindgnu secht nime.
.i . nihed for [MASK] insin	.i. nihed for nindassi insin
.i . frirecht	.i. frirecht
Soí ass doridisi ’, ol in gillae, [MASK] air cía no beth nert [MASK] let, nída túalaing mo ergairi . ’	Soí ass doridisi’, ol in gillae, ‘air cía no beth nert céit let, nída túalaing mo ergairi.’
Eogain, Muirchertach	Eogain, Muirchertach
Russcuir in [MASK] na h-eochai isan fergort bó a comfocus ndo ⁊ rusgair ca [MASK] ⁊ ca forcoimed	Russcuir in gilla na h-eochai isan fergort bó a comfocus ndo ⁊ rusgair ca forairi ⁊ ca forcoimed
.i . aratá brithem and cenutsu .i . ishéside [MASK] aséola and [MASK] cumme tussu	.i. aratá brithem and cenutsu .i. ishéside dano aséola and ní cumme tussu
Fuan coir corcrae immee coicroth oir [MASK]	Fuan coir corcrae immee coicroth oir aircdidhe
doinenn reliqua icidorus	doinenn reliqua icidorus
Dotháet Eochaid [MASK] íarom do inlut a lám don tiprait matain moch.	Dotháet Eochaid Íuil íarom do inlut a lám don tiprait matain moch.
hiter con ⁊ cum	hiter con ⁊ cum
Conrotacht ierom a tech sin la Bricne i ndun Rugraide [MASK] cosmailes na Craebruadi [MASK] n-Emhain Macha acht namma roderscaichestair an tech so iter adbar [MASK] [MASK] eter coimet ⁊ cumdachta eter uaitni ⁊ airinighi [MASK] ligradh ⁊ lógmairi eter sochraidi ⁊ suaichnidi eter irscartad ⁊ imdorus di thighib ina h-aimsire sin Is amlaid tra doronad a tech sen: suidiugud tighi Midcuarta fair; nimgada and o thein co fraich; tricha traiged [MASK] [MASK] cechae airinigh credumai co ndóirad friu Conrodacht rigimdae ann ierom di Conqupar a nairinech ind rigthigi uas imdhadaibh an tiche uile co ngemaib loghmaraib ⁊ ligrad [MASK] ór ⁊ arcud ⁊ carrmoccail ⁊ datha cecha tiri [MASK] [MASK] comsolus [MASK] [MASK] adaigh indi	Conrotacht ierom a tech sin la Bricne i ndun Rugraide fo cosmailes na Craebruadi i n-Emhain Macha acht namma roderscaichestair an tech so iter adbar ⁊ eladain eter coimet ⁊ cumdachta eter uaitni ⁊ airinighi eter ligradh ⁊ lógmairi eter sochraidi ⁊ suaichnidi eter irscartad ⁊ imdorus di thighib ina h-aimsire sin Is amlaid tra doronad a tech sen: suidiugud tighi Midcuarta fair; nimgada and o thein co fraich; tricha traiged a n-ardai cechae airinigh credumai co ndóirad friu Conrodacht rigimdae ann ierom di Conqupar a nairinech ind rigthigi uas imdhadaibh an tiche uile co ngemaib loghmaraib ⁊ ligrad ⁊ ór ⁊ arcud ⁊ carrmoccail ⁊ datha cecha tiri co mba comsolus la ⁊ adaigh indi
Hirúath cona rígain [MASK] las rort co lín ilach, nír at-gab, réim calad, talam na [MASK] ninach.	Hirúath cona rígain, las rort co lín ilach, nír at-gab, réim calad, talam na nem ninach.
.i . saini persin [MASK] suidiu	.i. saini persin hi suidiu
huilliu oín-sillaib	huilliu oín-sillaib
[MASK] úaim erchora cen imroll a cairpthinib.	Léicsiu úaim erchora cen imroll a cairpthinib.
Ind [MASK] tanasi immoro ba miniu ⁊ ba luaithi a nimtecht isuidiu	Ind fuithairbe tanasi immoro ba miniu ⁊ ba luaithi a nimtecht isuidiu
Íar sin [MASK] in tan ron oslaicsiu in mbossán ⁊ ro lláis ind ordnaisc issin uisce [MASK]	Íar sin atchondarcsa in tan ron oslaicsiu in mbossán ⁊ ro lláis ind ordnaisc issin uisce.
.i . nípsartholach achland.ɫ.	.i. nípsartholach achland.ɫ.
Doluid Art mac Cuind ar a chend [MASK] secht maic Ailella Moshauluim doa n-dílgund [MASK].	Doluid Art mac Cuind ar a chend ⁊ secht maic Ailella Moshauluim doa n-dílgund h-uili.
o pro u hi suidiu	o pro u hi suidiu
Ó gabais rannairecht [MASK] ní archíuir bíad foa láim riam.	Ó gabais rannairecht, ní archíuir bíad foa láim riam.
ind infinit in e ón bréthir [MASK] o	ind infinit in e ón bréthir in o
[MASK] siur dam i n-alaliu, i n-dailli ’.	Ata siur dam i n-alaliu, i n-dailli’.
.i . fri nomen ⁊ verbum acht ba inna [MASK] atarímtis	.i. fri nomen ⁊ verbum acht ba inna nelluch atarímtis
a Atracht [MASK] Cú Chulaind iar sin, ⁊ dorat [MASK] dara agid ⁊ ro chuir a mertnigi ⁊ a thromdacht de, ⁊ atracht iar sin [MASK] tánic remi iar sin [MASK] m-boí i n-Airbi Roír.	a Atracht íarom Cú Chulaind iar sin, ⁊ dorat láim dara agid ⁊ ro chuir a mertnigi ⁊ a thromdacht de, ⁊ atracht iar sin ⁊ tánic remi iar sin co m-boí i n-Airbi Roír.
.i . dobeirsom ainm bendachtan dondalmsin hóre islabendachtin [MASK]	.i. dobeirsom ainm bendachtan dondalmsin hóre islabendachtin doindnagar
.i . isdílmain dúib	.i. isdílmain dúib
‘ Digenaimni ’ ol siad	‘Digenaimni’ ol siad
[MASK] comsa mac Findchoíme frim ’.	At comsa mac Findchoíme frim’.
.i . niruthógaitsam nech	.i. niruthógaitsam nech
Lugaid namá rogab [MASK] di maccaib Dáre.	Lugaid namá rogab rígi di maccaib Dáre.
.i . in chornaldai	.i. in chornaldai
.i . nombíth	.i. nombíth
Buidig sidi dano.	Buidig sidi dano.
is [MASK] di neuch thórṅther tresin n-aimmnigud-sin	is lán di neuch thórṅther tresin n-aimmnigud-sin
.i . arnaib foirtrib	.i. arnaib foirtrib
.i . mapridchit	.i. mapridchit
.i . la diall	.i. la diall
‘ Caillech amnachtach truagh [MASK] coir mu t-saurugad ’	‘Caillech amnachtach truagh ni coir mu t-saurugad’
⁊ is cosmailius [MASK] amal sodin ní exceptio	⁊ is cosmailius grec amal sodin ní exceptio
‘ [MASK] bas fhír inn sin ’ ol Adhamhnán	‘Dóigh bas fhír inn sin’ ol Adhamhnán
‘ Ni bera ’ [MASK] in ingen ‘ conidruca ar ecin ’	‘Ni bera’ ol in ingen ‘conidruca ar ecin’
.i [MASK] tre gnais aṁbuithe in hilur	.i. tre gnais aṁbuithe in hilur
dorrochuirestar	dorrochuirestar
.i . anasbiursa	.i. anasbiursa
[MASK] ní rabe isin bith ní dognethe in n-eret sin léu [MASK] cluchi ⁊ chéti ⁊ ánius ⁊ áibinnius ⁊ longad ⁊ tomailt, conid de sin atát na [MASK] samna [MASK] na h-Érend.	Ocus ní rabe isin bith ní dognethe in n-eret sin léu acht cluchi ⁊ chéti ⁊ ánius ⁊ áibinnius ⁊ longad ⁊ tomailt, conid de sin atát na trenae samna sechnón na h-Érend.
.i [MASK] ní mebul lemm ciafadam	.i. ní mebul lemm ciafadam
Fofirfe mór n-imnid duit.	Fofirfe mór n-imnid duit.
.i . doadbadar sunt furóil [MASK] hopool doibsom issindí [MASK] ocprecept dondsochuidi arlainni fesso scel ontechtairiu dochoid cuccusom	.i. doadbadar sunt furóil serce hopool doibsom issindí nadran ocprecept dondsochuidi arlainni fesso scel ontechtairiu dochoid cuccusom
[MASK]. doairchet allaa ṁ brithemnacte sin	.i. doairchet allaa ṁ brithemnacte sin
.i . tar cenn	.i. tar cenn
Foídis a mogh dochum [MASK] dalae vocare Brigitam, dicens contra familiam suam:	Foídis a mogh dochum na dalae vocare Brigitam, dicens contra familiam suam:
.i . oillu oldate cóiccét fer [MASK] tra	.i. oillu oldate cóiccét fer dodemnigud tra
[MASK] don Mac Con-so asrubairt Sadb:	Is don Mac Con-so asrubairt Sadb:
.i . [MASK] léu sercc atuile	.i. móa léu sercc atuile
.i . huasletu	.i. huasletu
.i . ↄrobith inindocbáil lacrist	.i. ↄrobith inindocbáil lacrist
‘ Ba tusa trá [MASK] glátathar in fecht so ol nim acalladar in fer	‘Ba tusa trá atom glátathar in fecht so ol nim acalladar in fer
In tres dabach is comse a [MASK].	In tres dabach is comse a tes.
Colmán, Conall Guthbinn	Colmán, Conall Guthbinn
‘ Bid menn innar n-imchomruc-ni ón ’, ol Conall, ‘ [MASK] bid menn inar n-imscarad; bid airscéla la fer mbrot [MASK] bid fíadnaise la [MASK] manath; ar ar-cichset airg loman londgliaid na da err [MASK] écht ar écht, regaid fer dar fer is'taig-seo innocht . [MASK]	‘Bid menn innar n-imchomruc-ni ón’, ol Conall, ‘ocus bid menn inar n-imscarad; bid airscéla la fer mbrot, bid fíadnaise la fer manath; ar ar-cichset airg loman londgliaid na da err eblait écht ar écht, regaid fer dar fer is'taig-seo innocht.’
.i . gním ind [MASK] cesad afodaitiu	.i. gním ind aithirge cesad afodaitiu
.i . dogníusa ón	.i. dogníusa ón
.i . ↄrobam iflathemnacht la [MASK]	.i. ↄrobam iflathemnacht la crist
cen chonnsona	cen chonnsona
.i . [MASK] tairrchet adcichitis genti	.i. isdíimsa tairrchet adcichitis genti
‘ [MASK] coistithe frim, ’ ol Ethne, [MASK] ní rigtha chucu, ar itá nách cumachta fora cúl na n-én sa.	‘Dia coistithe frim,’ ol Ethne, ‘ní rigtha chucu, ar itá nách cumachta fora cúl na n-én sa.
‘ Cía and-so? ’ ol [MASK].	‘Cía and-so?’ ol Cet.
buáid lia vel genus domus	buáid lia vel genus domus
