masked	src
sa ha uvāca aj[_]gartaḥ sauyavasiḥ tat vai mā tāta tapati pāpam karma mayā kṛtam tat[_]aham nihnave tubhyam [_]r[_]tiyantu śatāḥ gav[_]m it[_]	sa ha uvāca ajīgartaḥ sauyavasiḥ tat vai mā tāta tapati pāpam karma mayā kṛtam tat aham nihnave tubhyam pratiyantu śatāḥ gavām iti
sam sīdasva mah[_]ṁ asi iti	sam sīdasva mahāṁ asi iti
te abruvan hanta yāḥ eva n[_]ḥ imāḥ [_]riyatamāḥ tanvaḥ tāḥ asya varuṇasya rājñaḥ[_]gṛhe saṃnidadh[_][_]ahai	te abruvan hanta yāḥ eva naḥ imāḥ priyatamāḥ tanvaḥ tāḥ asya varuṇasya rājñaḥ gṛhe saṃnidadhāmahai
asau enam ādity[_]ḥ purastāt jyotiṣā[_]pratyāgacchati	asau enam ādityaḥ purastāt jyotiṣā pratyāgacchati
pra ha vai [_]āhasram poṣam āpnoti y[_]ḥ evam veda	pra ha vai sāhasram poṣam āpnoti yaḥ evam veda
indra jāḥ soma jāḥ[_]āth[_]rvaṇam asi vyāghra jambhan[_]m	indra jāḥ soma jāḥ ātharvaṇam asi vyāghra jambhanam
etat vai [_]ajñasya samṛddham yat rūp[_] samṛddh[_]m [_]at karma kriyamāṇam ṛc abhivadati	etat vai yajñasya samṛddham yat rūpa samṛddham yat karma kriyamāṇam ṛc abhivadati
tat āsurī yudhā ji[_]ā rūpam cakre vana[_]patīn	tat āsurī yudhā jitā rūpam cakre vanaspatīn
vīd[_]re sūryam iva sarpantam mā piśācam tiras k[_]raḥ	vīdhre sūryam iva sarpantam mā piśācam tiras karaḥ
[_]rayasvan[_]aḥ prati haryāmasi tvā	prayasvantaḥ prati haryāmasi tvā
te aj[_]m ālabhanta	te ajam ālabhanta
śuciḥ pāvaka va[_]dyaḥ agne [_]ṛhat vi rocase tvam ghṛtebhiḥ ā[_]utaḥ	śuciḥ pāvaka vandyaḥ agne bṛhat vi rocase tvam ghṛtebhiḥ āhutaḥ
ulbena ev[_] enam prorṇuvanti	ulbena eva enam prorṇuvanti
[_]dam id vai u bheṣajam	idam id vai u bheṣajam
sa yaḥ atra anuyājān yajet yathā imān [_]rāṇān āl[_]pya [_]īrṣan dhitset	sa yaḥ atra anuyājān yajet yathā imān prāṇān ālupya śīrṣan dhitset
[_]tat vai varṣma pṛthivyai yatr[_] yūpam unminvanti	etat vai varṣma pṛthivyai yatra yūpam unminvanti
agnaye eva tat juṣṭim āhut[_]m gama[_]ati	agnaye eva tat juṣṭim āhutim gamayati
mam[_] yajñam ā[_]acchata mama yajñam iti	mama yajñam āgacchata mama yajñam iti
cara eva [_]t[_] vai mā b[_]āhmaṇaḥ[_]avocat iti ha ṣaṣṭham saṃvatsaram araṇye cacāra	cara eva iti vai mā brāhmaṇaḥ avocat iti ha ṣaṣṭham saṃvatsaram araṇye cacāra
syāma sumatau t[_]va	syāma sumatau tava
jāgatāḥ v[_]i paśavaḥ	jāgatāḥ vai paśavaḥ
sam[_]aham eṣām rā[_]ṭram syāmi sam ojaḥ vīryam balam	sam aham eṣām rāṣṭram syāmi sam ojaḥ vīryam balam
pac[_]has anūcyaḥ prātar[_]nuvākaḥ	pacchas anūcyaḥ prātaranuvākaḥ
yasya [_]i paśavaḥ[_]bhavanti sa pūrvam iṣṭ[_]ā atha aparam yajate	yasya hi paśavaḥ bhavanti sa pūrvam iṣṭvā atha aparam yajate
tasya tris p[_]athamām saṃtatam[_]anvāha	tasya tris prathamām saṃtatam anvāha
kṣamā rapa[_]	kṣamā rapaḥ
vāc vai sa[_]asvatī	vāc vai sarasvatī
samrāj asi asurāṇām k[_]kud ma[_]uṣyānām	samrāj asi asurāṇām kakud manuṣyānām
asmabhyam[_][_]nuvakṣyati asmabhyam iti	asmabhyam anuvakṣyati asmabhyam iti
a pratiṣṭhitaḥ[_]vai eṣa yam[_]abhiśaṃsanti	a pratiṣṭhitaḥ vai eṣa yam abhiśaṃsanti
atha[_]yatra pratip[_]dyate tat caturdhā puroḍāśam kṛ[_]vā barhiṣadam k[_]roti	atha yatra pratipadyate tat caturdhā puroḍāśam kṛtvā barhiṣadam karoti
ete enam ja[_]ayanti	ete enam janayanti
ul[_]ka yāt[_][_] śuśulūka yātum jahi śva yātum uta koka yā[_]um suparṇa yātum uta gṛdhra yātum	ulūka yātum śuśulūka yātum jahi śva yātum uta koka yātum suparṇa yātum uta gṛdhra yātum
na te bāhvoḥ [_][_]lam asti na śīrṣe na uta madhyataḥ	na te bāhvoḥ balam asti na śīrṣe na uta madhyataḥ
ṛc mayaḥ yajuḥ[_]mayaḥ [_]āma mayaḥ veda mayaḥ [_]rahma mayaḥ am[_]ta mayaḥ sambhūy[_] [_]evatāḥ apyeti yaḥ evam veda yaḥ[_]ca evam vidvān e[_]ena yajña kratunā yajate	ṛc mayaḥ yajuḥ mayaḥ sāma mayaḥ veda mayaḥ brahma mayaḥ amṛta mayaḥ sambhūya devatāḥ apyeti yaḥ evam veda yaḥ ca evam vidvān etena yajña kratunā yajate
hatvī teṣām ā [_]hara[_]naḥ vasūni	hatvī teṣām ā bhara naḥ vasūni
neṣṭrāt ṛ[_]ubhiḥ iṣyata	neṣṭrāt ṛtubhiḥ iṣyata
[_]i su svapa	ni su svapa
eṣaḥ u eva prajāpatiḥ ya[_] yaj[_]te	eṣaḥ u eva prajāpatiḥ yaḥ yajate
iyam[_]pratiṣṭhā	iyam pratiṣṭhā
hi[_]aṇya varṇe[_]subhage śuṣme lomaśa vakṣaṇe apām asi sva[_]ā lākṣe	hiraṇya varṇe subhage śuṣme lomaśa vakṣaṇe apām asi svasā lākṣe
tam b[_]āhmaṇaspatyam ālabhet[_] abhicaran	tam brāhmaṇaspatyam ālabheta abhicaran
hotar prāśāna prathamaḥ niṣady[_] it[_]	hotar prāśāna prathamaḥ niṣadya iti
bhūta patī p[_]śupatī namaḥ vām	bhūta patī paśupatī namaḥ vām
saḥ aṣṭa aśri[_] kartavyaḥ	saḥ aṣṭa aśriḥ kartavyaḥ
irā	irā
tvayā vayam aps[_]rasaḥ gandharvān cātayāmah[_]	tvayā vayam apsarasaḥ gandharvān cātayāmahe
[_]āyāḥ id vaḥ apsarasaḥ	jāyāḥ id vaḥ apsarasaḥ
jāyā iv[_] paty[_] tanvam riricyām	jāyā iva patye tanvam riricyām
sa kimpuru[_]aḥ abhavat	sa kimpuruṣaḥ abhavat
tat prāṇam upa[_]vayate	tat prāṇam upahvayate
vajraḥ vai[_]yūpaḥ	vajraḥ vai yūpaḥ
saḥ īśānaḥ abha[_]at	saḥ īśānaḥ abhavat
yath[_] sma te virohataḥ abhitaptam iva anati tatas [_]e śuṣmavattaram iyam[_]kṛṇotu oṣadh[_]ḥ	yathā sma te virohataḥ abhitaptam iva anati tatas te śuṣmavattaram iyam kṛṇotu oṣadhiḥ
tat[_]ekam abhavat	tat ekam abhavat
hiruk hi yanti sindhavaḥ hiruk devaḥ [_]an[_]spatiḥ	hiruk hi yanti sindhavaḥ hiruk devaḥ vanaspatiḥ
pūṣā paśūn prajanaya[_]i	pūṣā paśūn prajanayati
vrāt[_]aḥ āsīt īyamānaḥ eva	vrātyaḥ āsīt īyamānaḥ eva
tat śṛṇu	tat śṛṇu
[_]at[_]daṇḍ[_]na yat iṣvā yat vā aruḥ harasā kṛtam tasya tvam asi niṣkṛtiḥ	yat daṇḍena yat iṣvā yat vā aruḥ harasā kṛtam tasya tvam asi niṣkṛtiḥ
vāyu[_] ime pradāpayati	vāyuḥ ime pradāpayati
svayā tanvā tanvam[_]airayata	svayā tanvā tanvam airayata
ā enam p[_]āyayati pavamānaḥ p[_]rastāt	ā enam pyāyayati pavamānaḥ purastāt
vaiśvānaraḥ yatate [_]ūryeṇa	vaiśvānaraḥ yatate sūryeṇa
ye imam yajñam avān y[_] ca yajñapat[_]m vardhān iti	ye imam yajñam avān ye ca yajñapatim vardhān iti
tasmāt muktāḥ g[_]rbhā[_] jarāyoḥ jāyante	tasmāt muktāḥ garbhāḥ jarāyoḥ jāyante
[_]athā sūryasya raśmay[_]ḥ parāpatanti āśumat eva tvam kās[_][_]pra pata samudrasya anu vikṣaram	yathā sūryasya raśmayaḥ parāpatanti āśumat eva tvam kāse pra pata samudrasya anu vikṣaram
imam sma prati ha[_]yata	imam sma prati haryata
tam a[_]niḥ uvāca viśvān nu d[_]vān stuhi atha tvā utsrakṣy[_]maḥ iti	tam agniḥ uvāca viśvān nu devān stuhi atha tvā utsrakṣyāmaḥ iti
sa[_]vatsaraḥ prajāpatiḥ	saṃvatsaraḥ prajāpatiḥ
āgataḥ hi sa tarhi bhav[_]ti	āgataḥ hi sa tarhi bhavati
na eva te manaḥ hṛda[_]am ca avi[_]āma	na eva te manaḥ hṛdayam ca avidāma
tasya ha śatam dattvā sa tam ādāya saḥ a[_][_]ṇyāt grāmam e[_]āya	tasya ha śatam dattvā sa tam ādāya saḥ araṇyāt grāmam eyāya
mithunam eva[_]etat prajana[_]am kriyate	mithunam eva etat prajananam kriyate
āśvinam kṛṣṇa lalām[_]m ālabhe[_]a	āśvinam kṛṣṇa lalāmam ālabheta
ādhī parṇām kāma śalyām[_]iṣum saṃkalpa k[_]lmalām [_]ām su saṃnatām k[_]tvā kāmaḥ vidhyatu t[_]ā hṛdi	ādhī parṇām kāma śalyām iṣum saṃkalpa kulmalām tām su saṃnatām kṛtvā kāmaḥ vidhyatu tvā hṛdi
śir[_][_] vai etat yajñasya yat ātithyam	śiraḥ vai etat yajñasya yat ātithyam
tat yat kiṃca devānām svam āsīt t[_]t yamaḥ ayuvat[_]	tat yat kiṃca devānām svam āsīt tat yamaḥ ayuvata
yat prayājān antariyāt pr[_]ṇā[_] tat yajamānasya antariy[_]t	yat prayājān antariyāt prāṇān tat yajamānasya antariyāt
śucā viddhā v[_]oṣayā śu[_]k[_] āsyā abhi sarpa mā mṛduḥ nimanyuḥ kevalī priya v[_]dinī anuvratā	śucā viddhā vyoṣayā śuṣka āsyā abhi sarpa mā mṛduḥ nimanyuḥ kevalī priya vādinī anuvratā
etām vāva tat ṛcam a[_]ravīt	etām vāva tat ṛcam abravīt
trī[_]i śatā trī sa[_]asrāṇi agnim triṃśat ca devāḥ nava ca a[_]aparyan	trīṇi śatā trī sahasrāṇi agnim triṃśat ca devāḥ nava ca asaparyan
prati tiṣṭha ūrdh[_]aḥ	prati tiṣṭha ūrdhvaḥ
jātān u varṣīya[_]aḥ kṛdhi	jātān u varṣīyasaḥ kṛdhi
vi[_]ṇuḥ vai yajñaḥ	viṣṇuḥ vai yajñaḥ
[_]udra jalāṣa bheṣ[_]ja nīla śik[_]aṇḍa karma kṛt prāśam pratiprāśaḥ jahi	rudra jalāṣa bheṣaja nīla śikhaṇḍa karma kṛt prāśam pratiprāśaḥ jahi
udīc[_]nāṁ asya pada[_] ni dhattāt sūryam cakṣ[_]ḥ gamayatāt v[_]tam prāṇam anvavasṛjatāt[_]antarikṣam asum diśaḥ[_]śrot[_]am pṛthivīm śarīram iti	udīcīnāṁ asya padaḥ ni dhattāt sūryam cakṣuḥ gamayatāt vātam prāṇam anvavasṛjatāt antarikṣam asum diśaḥ śrotram pṛthivīm śarīram iti
astabh[_]āt dyām as[_]raḥ viśva vedāḥ iti vāruṇyā [_]aridadhāti	astabhnāt dyām asuraḥ viśva vedāḥ iti vāruṇyā paridadhāti
yathā nāma vaḥ [_]śmahe svāhā	yathā nāma vaḥ īśmahe svāhā
ā [_]dam barhiḥ asadaḥ	ā idam barhiḥ asadaḥ
yajñapadī [_]rā kṣīrā svadhā prāṇā mahīlukā[_]vaśā parjanya patnī de[_]āṁ api et[_] brahmaṇā	yajñapadī irā kṣīrā svadhā prāṇā mahīlukā vaśā parjanya patnī devāṁ api eti brahmaṇā
tiṣ[_]ha devaḥ iva savitā iti eva tat āh[_]	tiṣṭha devaḥ iva savitā iti eva tat āha
śatam an[_]ān pari vṛṇaktu mṛty[_]n	śatam anyān pari vṛṇaktu mṛtyūn
tasya prācyām diśi śraddhā puṃścalī mitraḥ māgadhaḥ vijñānam vāsaḥ ahar uṣṇīṣam r[_]trī keśāḥ haritau[_]pravartau kalmaliḥ[_]maṇiḥ bhūtam ca bha[_]i[_]y[_]t ca pariṣkandau man[_]ḥ vipatham mātariś[_]ā [_]a pavamānaḥ [_]a vipatha vā[_]au[_]vātaḥ sārathi[_] reṣmā prat[_]daḥ kīrtiḥ ca yaśaḥ ca puraḥsarau	tasya prācyām diśi śraddhā puṃścalī mitraḥ māgadhaḥ vijñānam vāsaḥ ahar uṣṇīṣam rātrī keśāḥ haritau pravartau kalmaliḥ maṇiḥ bhūtam ca bhaviṣyat ca pariṣkandau manaḥ vipatham mātariśvā ca pavamānaḥ ca vipatha vāhau vātaḥ sārathiḥ reṣmā pratodaḥ kīrtiḥ ca yaśaḥ ca puraḥsarau
tatas va[_] asau ādityaḥ sarvata[_] tejasvī abhavat	tatas vai asau ādityaḥ sarvatas tejasvī abhavat
indra[_]jāḥ soma jāḥ	indra jāḥ soma jāḥ
uta hanti pūrva ās[_]nam prat[_]ādāya aparaḥ iṣvā	uta hanti pūrva āsinam pratyādāya aparaḥ iṣvā
atha [_]ha manuḥ eva ekaḥ pariśiśiṣ[_]	atha iha manuḥ eva ekaḥ pariśiśiṣe
sapta ā[_]neyāni chandāṃsi anv[_]ha	sapta āgneyāni chandāṃsi anvāha
yaḥ asya caturthaḥ apānaḥ sā śrad[_][_]ā	yaḥ asya caturthaḥ apānaḥ sā śraddhā
anupraha[_]et svarga kāmasya	anupraharet svarga kāmasya
a[_]itiḥ pāntu marutaḥ	aditiḥ pāntu marutaḥ
kṣiṇāmi brahm[_]ṇā amitrān	kṣiṇāmi brahmaṇā amitrān
yaḥ asya dakṣiṇ[_]ḥ karṇaḥ ayam saḥ[_]agniḥ	yaḥ asya dakṣiṇaḥ karṇaḥ ayam saḥ agniḥ
atas upapreṣya hotar havyā devebhyaḥ[_]iti āha ad[_]vary[_]ḥ	atas upapreṣya hotar havyā devebhyaḥ iti āha adhvaryuḥ
tat yat paśau puroﾱāśam anunirvapanti sa m[_]dhena naḥ [_]aśunā iṣṭam asat kevalen[_] naḥ paś[_]nā iṣṭam a[_]at iti	tat yat paśau puroﾱāśam anunirvapanti sa medhena naḥ paśunā iṣṭam asat kevalena naḥ paśunā iṣṭam asat iti
prāśi mām uttara[_] kṛdhi	prāśi mām uttaram kṛdhi
tasmāt [_]huḥ [_]uroﾱāśa satram lokyam iti	tasmāt āhuḥ puroﾱāśa satram lokyam iti
da[_]iḥ hi[_]mahyam varuṇaḥ divaḥ kaviḥ	dadiḥ hi mahyam varuṇaḥ divaḥ kaviḥ
saṃjñānam na[_] svebhiḥ	saṃjñānam naḥ svebhiḥ
sarvābhiḥ [_]ai eṣa devatābhiḥ āl[_]bdhaḥ bhavati yaḥ [_]īkṣitaḥ bhavati	sarvābhiḥ vai eṣa devatābhiḥ ālabdhaḥ bhavati yaḥ dīkṣitaḥ bhavati
vāc vai su[_]tarmā nauḥ	vāc vai su tarmā nauḥ
āpaḥ vai ya[_]ñaḥ avi[_]aḥ yajñam iti	āpaḥ vai yajñaḥ avidaḥ yajñam iti
agneḥ eva [_]nān tat āsy[_] juhoti	agneḥ eva enān tat āsye juhoti
balena anna ādena annam atti [_]aḥ[_]evam veda	balena anna ādena annam atti yaḥ evam veda
sa vai dev[_]bhyaḥ e[_]a anvabravīt	sa vai devebhyaḥ eva anvabravīt
ya[_]ñaḥ payaḥ	yajñaḥ payaḥ
sā pṛśniḥ[_]āgnimārutī	sā pṛśniḥ āgnimārutī
upahūtā iḍā taturiḥ[_]iti	upahūtā iḍā taturiḥ iti
yatas daṣṭam yatas[_]dhītam tatas te ni[_] hvayāmasi	yatas daṣṭam yatas dhītam tatas te niḥ hvayāmasi
sa[_]sūnṛtam eva tat yajñam karo[_]i	sa sūnṛtam eva tat yajñam karoti
chandāṃsi vai sādhyāḥ de[_]āḥ	chandāṃsi vai sādhyāḥ devāḥ
tam tasmin kāle anuprah[_]ret	tam tasmin kāle anupraharet
tatas vai devāḥ abh[_]van pa[_]a asurāḥ	tatas vai devāḥ abhavan para asurāḥ
tat vai āhuḥ kīrtayet ev[_]	tat vai āhuḥ kīrtayet eva
ta[_] ṛtam ca saty[_]m ca sūryaḥ ca candraḥ ca na[_]ṣatrāṇi ca anuvyacalan	tam ṛtam ca satyam ca sūryaḥ ca candraḥ ca nakṣatrāṇi ca anuvyacalan
udaṅ jātaḥ himavataḥ[_]sa prācyām nīyas[_] janam	udaṅ jātaḥ himavataḥ sa prācyām nīyase janam
y[_]m[_]devāḥ eṣu lokeṣu yām ṛtuṣu yām mās[_]ṣu y[_]m ardha māseṣu yām ahorātr[_]yoḥ vijitim vyajayanta	yām devāḥ eṣu lokeṣu yām ṛtuṣu yām māseṣu yām ardha māseṣu yām ahorātrayoḥ vijitim vyajayanta
pari vāja patiḥ kaviḥ [_]ti	pari vāja patiḥ kaviḥ iti
haviḥ ātit[_]yam nirupyate some rājani āg[_]te	haviḥ ātithyam nirupyate some rājani āgate
amī ye vivratāḥ sthana tā[_] vaḥ sam [_]amayāmasi	amī ye vivratāḥ sthana tān vaḥ sam namayāmasi
bhava[_] enam iṣvāsaḥ[_]prācyāḥ diśaḥ a[_]tardeśāt anuṣṭhātā anutiṣṭhati	bhavaḥ enam iṣvāsaḥ prācyāḥ diśaḥ antardeśāt anuṣṭhātā anutiṣṭhati
kṛṇuhi vasyasa[_] naḥ	kṛṇuhi vasyasaḥ naḥ
khādireṇa vai yūpena devāḥ svargam [_]oka[_] ajayan	khādireṇa vai yūpena devāḥ svargam lokam ajayan
viṣṭā[_]iṇam [_]danam ye [_]acanti na enān yamaḥ pari muṣṇāti retaḥ	viṣṭāriṇam odanam ye pacanti na enān yamaḥ pari muṣṇāti retaḥ
atha enam utkrānta[_]medham atyārja[_]ta	atha enam utkrānta medham atyārjanta
akṣareṇa [_]kṣareṇa ev[_] tat devatām prīṇāti	akṣareṇa akṣareṇa eva tat devatām prīṇāti
ahāni vā ahāni rā[_]rayaḥ k[_]apāḥ	ahāni vā ahāni rātrayaḥ kṣapāḥ
āhuḥ kṛṣṇa [_]abalī iti	āhuḥ kṛṣṇa śabalī iti
śata āyuḥ vai puruṣaḥ[_]śata vī[_]yaḥ śata indriyaḥ	śata āyuḥ vai puruṣaḥ śata vīryaḥ śata indriyaḥ
āre[_]asmat amatim bādhamānaḥ it[_]	āre asmat amatim bādhamānaḥ iti
tat api etat uttara[_]ya gireḥ manoḥ avasarpaṇa[_] iti	tat api etat uttarasya gireḥ manoḥ avasarpaṇam iti
cara eva iti vai mā brāhm[_]ṇaḥ av[_]cat iti	cara eva iti vai mā brāhmaṇaḥ avocat iti
[_]havati eva	bhavati eva
adhriguḥ v[_]i devānām[_]śamitā apāpaḥ nigrabhītā	adhriguḥ vai devānām śamitā apāpaḥ nigrabhītā
tasmai [_]ratīcyā[_] diśa[_] antardeś[_]t paśupatim iṣvāsam anuṣṭhātāram akurvan	tasmai pratīcyāḥ diśaḥ antardeśāt paśupatim iṣvāsam anuṣṭhātāram akurvan
tat su[_]vām [_]itrāvaruṇāḥ mahitvam	tat su vām mitrāvaruṇāḥ mahitvam
yathāchanda[_]am anūcyaḥ prātaranuvākā[_]	yathāchandasam anūcyaḥ prātaranuvākāḥ
agniḥ [_]ai sarvāḥ devatāḥ	agniḥ vai sarvāḥ devatāḥ
śvānaḥ [_]iṃham iva dṛṣṭvā te na vindante nyañ[_]anam	śvānaḥ siṃham iva dṛṣṭvā te na vindante nyañcanam
aśvasya āsnaḥ s[_]ṃpatitā sā vṛkṣāṁ abhi [_]iṣyade sarā patatriṇī bhū[_]vā	aśvasya āsnaḥ saṃpatitā sā vṛkṣāṁ abhi siṣyade sarā patatriṇī bhūtvā
vāruṇam kṛṣṇam[_]petvam ālabheta abhi[_]aran	vāruṇam kṛṣṇam petvam ālabheta abhicaran
aśvinau etasya devate y[_]ḥ ānujā[_]araḥ	aśvinau etasya devate yaḥ ānujāvaraḥ
triv[_]t vāva [_]smai etat samṛddham bra[_]mavarcasam dadhāti	trivṛt vāva asmai etat samṛddham brahmavarcasam dadhāti
paś[_]vaḥ vai iḍā	paśavaḥ vai iḍā
etayā ṛcā[_]samajñapayat	etayā ṛcā samajñapayat
uttarasyām [_]eva yajyāyām[_]upahūtaḥ iti	uttarasyām deva yajyāyām upahūtaḥ iti
yat eva devāḥ akurva[_]a t[_]t asurāḥ akurvata	yat eva devāḥ akurvata tat asurāḥ akurvata
sa yat ūrdhvām diśam anuvyacalat b[_]haspa[_]iḥ bhūtvā[_]anuvyacalat vaṣaṭkāra[_] anna ādam kṛtvā	sa yat ūrdhvām diśam anuvyacalat bṛhaspatiḥ bhūtvā anuvyacalat vaṣaṭkāram anna ādam kṛtvā
ukthyam vacaḥ iti[_]yat āha yajñam eva etena samar[_][_]ayati	ukthyam vacaḥ iti yat āha yajñam eva etena samardhayati
pitu[_]aṇiḥ iti	pituṣaṇiḥ iti
yā[_] prāyaṇīyasya pur[_]nuvākyāḥ tāḥ udayanīyasya yājyā[_] kuryāt	yāḥ prāyaṇīyasya puronuvākyāḥ tāḥ udayanīyasya yājyāḥ kuryāt
nirhastāḥ santu ś[_]travaḥ	nirhastāḥ santu śatravaḥ
yāḥ udayanīy[_]sya[_]puron[_]vākyāḥ tāḥ prāyaṇīyasya yājyāḥ kuryāt	yāḥ udayanīyasya puronuvākyāḥ tāḥ prāyaṇīyasya yājyāḥ kuryāt
tathā u eva enām eṣa etat [_]va[_]prāpayate	tathā u eva enām eṣa etat eva prāpayate
yeṣ[_]m prayājāḥ uta vā anuyājāḥ huta bhāgāḥ a huta adaḥ [_]a[_]devāḥ ye[_]ām vaḥ pañc[_] pradiśaḥ vibhak[_]āḥ t[_]n vaḥ asmai satra sadaḥ kṛṇomi	yeṣām prayājāḥ uta vā anuyājāḥ huta bhāgāḥ a huta adaḥ ca devāḥ yeṣām vaḥ pañca pradiśaḥ vibhaktāḥ tān vaḥ asmai satra sadaḥ kṛṇomi
t[_]is prathamām tris [_]ttamām anvāha	tris prathamām tris uttamām anvāha
agni[_] pṛthivyāḥ vaśī	agniḥ pṛthivyāḥ vaśī
ya[_] sapatnavān bhrātṛvyavān [_]ā syāt saḥ eta[_] mithunau paśū ālabhete [_]ṣabham ca vaśām ca	yaḥ sapatnavān bhrātṛvyavān vā syāt saḥ etau mithunau paśū ālabhete ṛṣabham ca vaśām ca
eṣṭ[_]ḥ rāyaḥ eṣṭā vāmāni pra[_]iṣe bhagāya	eṣṭāḥ rāyaḥ eṣṭā vāmāni pra iṣe bhagāya
ud agāt	ud agāt
saḥ ābhyām tamaḥ adhyapāha[_]	saḥ ābhyām tamaḥ adhyapāhan
agnay[_] vaiśvānarāya dvādaśa kapālam māsi mās[_] nirva[_]et	agnaye vaiśvānarāya dvādaśa kapālam māsi māsi nirvapet
tasmāt dhruvāt yoneḥ garbhāḥ d[_]īyante ca pra ca jāya[_][_]e	tasmāt dhruvāt yoneḥ garbhāḥ dhīyante ca pra ca jāyante
āmayāv[_]nam yājayet	āmayāvinam yājayet
sap[_]tnāḥ asmat adhare [_]havantu	sapatnāḥ asmat adhare bhavantu
arasam prācyam [_]iṣam	arasam prācyam viṣam
yat adhyastāt apākṛnt[_]t sā[_]aviḥ vaśā bhavat	yat adhyastāt apākṛntat sā aviḥ vaśā bhavat
ā enam śraddhā gacchati ā enam yajñaḥ gacchati ā enam lo[_]aḥ gacchati ā enam[_]annam gacchat[_] ā en[_]m annādyam gacchati ya[_] evam [_]eda	ā enam śraddhā gacchati ā enam yajñaḥ gacchati ā enam lokaḥ gacchati ā enam annam gacchati ā enam annādyam gacchati yaḥ evam veda
sahas[_]am anūcyam svarga [_]āmasya	sahasram anūcyam svarga kāmasya
asy[_] śriyam upasaṃyāta sarve [_]grasya cettu[_] saṃmanasaḥ sajātāḥ	asya śriyam upasaṃyāta sarve ugrasya cettuḥ saṃmanasaḥ sajātāḥ
sā a[_]mai annādyam prayacchati	sā asmai annādyam prayacchati
daśā[_]ālabhyante	daśā ālabhyante
mā na[_] vidat abhib[_]ā mā u aśastiḥ	mā naḥ vidat abhibhā mā u aśastiḥ
yaḥ asy[_] pañcamaḥ vyānaḥ te ṛtav[_]ḥ	yaḥ asya pañcamaḥ vyānaḥ te ṛtavaḥ
tat kaṅka par[_]aṇaḥ viṣam iyam vīrudh anīna[_]at	tat kaṅka parvaṇaḥ viṣam iyam vīrudh anīnaśat
up[_]hūte dyāvāpṛthivī pūrva je ṛtāvarī devī de[_]a put[_]e iti	upahūte dyāvāpṛthivī pūrva je ṛtāvarī devī deva putre iti
mā naḥ vadhīḥ[_]rudra	mā naḥ vadhīḥ rudra
[_]ra naḥ āyūṃṣi tāriṣat	pra naḥ āyūṃṣi tāriṣat
aś[_]ānam tanvam kṛdhi	aśmānam tanvam kṛdhi
sa id u ho[_]ā	sa id u hotā
nadīm yan[_]u apsarasaḥ apām tāram[_]avaśvasam	nadīm yantu apsarasaḥ apām tāram avaśvasam
iti n[_] pūrvam paṭalam	iti nu pūrvam paṭalam
bah[_] rūpaḥ bhavati	bahu rūpaḥ bhavati
vaiśvānaraḥ sahas[_] pṛṣṭaḥ ag[_]iḥ sa naḥ divā sa riṣaḥ pātu[_]naktam	vaiśvānaraḥ sahasā pṛṣṭaḥ agniḥ sa naḥ divā sa riṣaḥ pātu naktam
ta[_] yasya evam vidvān vrātyaḥ uddhṛteṣu[_]agniṣu a[_]hiśrite a[_]nihotre[_]atithiḥ gṛh[_]n āgacchet[_]svayam enam abhyudetya brūyāt vrātya atisṛja hoṣyāmi iti	tat yasya evam vidvān vrātyaḥ uddhṛteṣu agniṣu adhiśrite agnihotre atithiḥ gṛhān āgacchet svayam enam abhyudetya brūyāt vrātya atisṛja hoṣyāmi iti
mayi sajāt[_]ḥ ramatiḥ vaḥ astu	mayi sajātāḥ ramatiḥ vaḥ astu
tasmāt etāḥ ājy[_] haviṣaḥ bhava[_]ti	tasmāt etāḥ ājya haviṣaḥ bhavanti
tat u[_]ahūtā[_] eva enā[_] etat satīm pratyakṣam upahvayate yā vai sā āsīt	tat upahūtām eva enām etat satīm pratyakṣam upahvayate yā vai sā āsīt
anaḍvān [_]ndraḥ	anaḍvān indraḥ
a[_]am viśām viśpatiḥ astu rājā	ayam viśām viśpatiḥ astu rājā
tathā[_]eva etat yajamānaḥ etābhiḥ iṣṭvā svargam [_]okam[_]jayati	tathā eva etat yajamānaḥ etābhiḥ iṣṭvā svargam lokam jayati
tasya etat hotṛṣad[_]na[_] yat uttara vedī nābhiḥ	tasya etat hotṛṣadanam yat uttara vedī nābhiḥ
tasmāt gauḥ medhyaḥ[_]abhavat	tasmāt gauḥ medhyaḥ abhavat
śreyān[_]śreyān	śreyān śreyān
devā[_] te cītim[_]avidan brahmāṇaḥ uta vīrudhaḥ	devāḥ te cītim avidan brahmāṇaḥ uta vīrudhaḥ
[_]tho [_]halu āhuḥ yasyai vāva kasya[_] ca devatāyai paśuḥ ālabhyate s[_] eva medha patiḥ iti	atho khalu āhuḥ yasyai vāva kasyai ca devatāyai paśuḥ ālabhyate sā eva medha patiḥ iti
sa paramām d[_]śam anuvyacalat	sa paramām diśam anuvyacalat
atha enām akratum kṛtvā [_]ama e[_]a kṛṇutam vaśe	atha enām akratum kṛtvā mama eva kṛṇutam vaśe
tena apām priyam dhāma [_][_]āgacchan	tena apām priyam dhāma upāgacchan
[_]gnīṣomābhyām vai indraḥ vṛtram ah[_]n	agnīṣomābhyām vai indraḥ vṛtram ahan
indrāya manyumate manasvat[_] lal[_]mam ālabheta saṃg[_]āme	indrāya manyumate manasvate lalāmam ālabheta saṃgrāme
