masked	src
нъ и҅[_]брато[_]чꙙдъ о̑убо ѥ҅моу ѳеѡ̑дѡ̑ръ славънꙑи а[_]нтиграфеусъ сего и҅же [_]ъ добротахъ състарѣвъшааго с[_] божъствънааго того слꙑшаниѥ приѥмьѧ и҅ доу[_]ѫ слꙑшании҅[_]ъ о҅свѣшта[_] вель[_]ми въгаждааше богоу съ вь҆сѣмъ д[_]мо[_]ъ свои҅мъ	нъ и҅ братоучꙙдъ о̑убо ѥ҅моу ѳеѡ̑дѡ̑ръ славънꙑи а҅нтиграфеусъ сего и҅же въ добротахъ състарѣвъшааго сꙙ божъствънааго того слꙑшаниѥ приѥмьѧ и҅ доушѫ слꙑшании҅мъ о҅свѣштаѧ вель҆ми въгаждааше богоу съ вь҆сѣмъ домомъ свои҅мъ
о̑у[_]л[_]шанꙑ сътворитъ вь҆сꙙ хвалꙑ ѥ҅го	о̑услꙑшанꙑ сътворитъ вь҆сꙙ хвалꙑ ѥ҅го
тако сътвори мьнѣ г҃ъ[_]вь дьни[_]вь нѧже призьр[_] отъѩти понош[_]ние мое въ ч҃лвцѣхъ	тако сътвори мьнѣ г҃ъ вь дьни вь нѧже призьрѣ отъѩти поношение мое въ ч҃лвцѣхъ
Прі[_]ьпе землі дш҃а моѣ	Прільпе землі дш҃а моѣ
Егда постите сѧ не бѫдѣте ѣ[_]о упокрити сѣтоу[_]ште просмра[_]даѭште бо[_]лица своѣ да бишѧ сѧ авили ч҃комъ постѧш[_]е	Егда постите сѧ не бѫдѣте ѣко упокрити сѣтоуѭште просмраждаѭште бо лица своѣ да бишѧ сѧ авили ч҃комъ постѧште
о҅тидошꙙ же много[_]и҅мъ гл[_]голавъше	о҅тидошꙙ же много и҅мъ глаголавъше
въкоупѣ же[_]сь҆мѣрениѥ	въкоупѣ же сь҆мѣрениѥ
се естъ [_]ѣло мое даемое за вꙑ	се естъ тѣло мое даемое за вꙑ
оуч[_]телю рьци братроу моем[_]у да раздѣлитъ съ мъноѭ[_]достоѣнье	оучителю рьци братроу моемоу да раздѣлитъ съ мъноѭ достоѣнье
и҅ всѣми[_]о҅ть҆нѫдь҆ о̑учинити сꙙ п[_]добаатъ наѱанааго вь҆ стад[_][_]҆ добрꙑѧ҆ дѣтѣли	и҅ всѣми о҅ть҆нѫдь҆ о̑учинити сꙙ подобаатъ наѱанааго вь҆ стадии҆ добрꙑѧ҆ дѣтѣли
и҅ ни[_]соже [_]҅брѣте на н҄еи҆ раꙁвѣ листвиѥ҆ ть҆чь҆[_]̑	и҅ ничсоже о҅брѣте на н҄еи҆ раꙁвѣ листвиѥ҆ ть҆чь҆ѭ̑
Ѣростъ іхъ по образоу змииню Ѣко асп[_][_]ꙑ глоухꙑ затꙑкаѭщѩ оуші своі Ѣже [_]е оуслꙑш[_]тъ гласа оба[_]аѭщаго Отъ прѣмѫдра о[_]ав[_]ніка обаваема	Ѣростъ іхъ по образоу змииню Ѣко аспидꙑ глоухꙑ затꙑкаѭщѩ оуші своі Ѣже не оуслꙑшітъ гласа обаваѭщаго Отъ прѣмѫдра обавьніка обаваема
Чашѫ [_]п҃ениѣ пріимѫ	Чашѫ сп҃ениѣ пріимѫ
ѡ҄ ве[_]е о҄[_]мъ беꙁ оума и҅ [_]ь҆вѣтъ и҅ несьвѣштаниꙗ пль҆ть	ѡ҄ веле о҄умъ беꙁ оума и҅ сь҆вѣтъ и҅ несьвѣштаниꙗ пль҆ть
с[_] о҄убо решти ѥ҅стъ [_]҅ко и҅на се ѥ҅ст[_] и҅на же оно	се о҄убо решти ѥ҅стъ ꙗ҅ко и҅на се ѥ҅стъ и҅на же оно
пришъдъше же посълании къ[_]двь҆ре[_]ъ[_]ть҆мничънꙑи҆мъ послоушатъ о҄услꙑшашꙙ ꙗ поѭ[_]шта и[_] хвалꙙшта бога	пришъдъше же посълании къ двь҆ремъ ть҆мничънꙑи҆мъ послоушатъ о҄услꙑшашꙙ ꙗ поѭ҄шта и҅ хвалꙙшта бога
аште [_]и вꙑ не отъпоустите ни отецъ вашъ иже въ н[_]ебс[_]ъ отъпоуститъ прѣгрѣшении ваш[_]хъ	аште ли вꙑ не отъпоустите ни отецъ вашъ иже въ н҃ебсхъ отъпоуститъ прѣгрѣшении вашихъ
СЛАВА	СЛАВА
Въ темници ж[_] сѫштемъ дроугъ дроуга моляше молити гопода да ника[_]оже о͑[_]лаз[_]ивъше сⱕ о͑тъ своѧ вѣры[_]о͑тъп[_]дѫтъ	Въ темници же сѫштемъ дроугъ дроуга моляше молити гопода да никакоже о͑блазнивъше сⱕ о͑тъ своѧ вѣры о͑тъпадѫтъ
почто	почто
[_]е оставлѣа[_]ъ сѧ вамъ домъ вашъ	се оставлѣатъ сѧ вамъ домъ вашъ
Клѩтъ сѩ гь҃ д[_]҃доу вь рѣсно[_]ѫ І не о[_]ъвръжетъ сѩ его	Клѩтъ сѩ гь҃ да҃доу вь рѣснотѫ І не отъвръжетъ сѩ его
ѥ҅же бо и҅ видѣ г꙯а[_]посрѣдоу ви[_]ꙙшта и҅ вь҆сь[_] миръ трꙙсѫштъ[_]сꙙ страхомь и҅ сль҆нь҆це лютоѭ̑ покрꙑваѥ҅мо с[_] жел҄еѭ̑ дьнь҆нꙑи҅ же свѣтъ бѣжꙙшть҆ и҅ съставоу[_][_]иноу своѥ[_]го о҅ть҆мештѫть҆ сꙙ камениѥ҆ расѣдаѥ҅мо[_]с[_]	ѥ҅же бо и҅ видѣ г꙯а посрѣдоу висꙙшта и҅ вь҆сь҆ миръ трꙙсѫштъ сꙙ страхомь и҅ сль҆нь҆це лютоѭ̑ покрꙑваѥ҅мо сꙙ жел҄еѭ̑ дьнь҆нꙑи҅ же свѣтъ бѣжꙙшть҆ и҅ съставоу чиноу своѥ҅го о҅ть҆мештѫть҆ сꙙ камениѥ҆ расѣдаѥ҅мо сꙙ
и[_]въздрасте и бꙑстъ[_]въ дрѣво велие и птицѧ н҃ебскꙑѩ вьселишѧ сѧ вь вѣтв[_][_]его	и въздрасте и бꙑстъ въ дрѣво велие и птицѧ н҃ебскꙑѩ вьселишѧ сѧ вь вѣтви его
и пришедъ онъ обличитъ мира о грѣсѣ и [_] п[_]авъдѣ и о с[_]дѣ	и пришедъ онъ обличитъ мира о грѣсѣ и о правъдѣ и о сѫдѣ
Д[_]҃а моѣ вь рѫк[_]у твоею въінъінѫ	Дш҃а моѣ вь рѫкоу твоею въінъінѫ
дь[_]несь҆ же дъва дьни ѥ[_]ста о҅тън҄елиже и҅ꙁид[_]хъ и҅ꙁ гра[_]а е҅[_]искоупь҆[_] вь҆ꙁискаѭ҄шти и҅слѣдꙙшти моѥ҅го господина	дь҆несь҆ же дъва дьни ѥ҅ста о҅тън҄елиже и҅ꙁидохъ и҅ꙁ града е҅пискоупь҆ꙗ вь҆ꙁискаѭ҄шти и҅слѣдꙙшти моѥ҅го господина
Вьзіска теб[_] ліце мое	Вьзіска тебе ліце мое
дошьдъшоу же цѣсароу ѥ҅[_]ного[_]града бл[_]ꙁъ доунава съглꙙдавъ воѧ своѧ и҅ съв[_][_]тавъ сꙙ сь҆ н҄ими нарече дьнь в[_] н҄ьж[_] сь҆нидетъ сꙙ сь ратьникꙑ	дошьдъшоу же цѣсароу ѥ҅дного града блиꙁъ доунава съглꙙдавъ воѧ своѧ и҅ съвѣштавъ сꙙ сь҆ н҄ими нарече дьнь вь н҄ьже сь҆нидетъ сꙙ сь ратьникꙑ
тогда поѩтъ і диѣволъ вь с[_]҃ъꙇ гр[_]дъ	тогда поѩтъ і диѣволъ вь ст҃ъꙇ градъ
Ни вьзнѣсте сѩ [_]чи мои	Ни вьзнѣсте сѩ очи мои
и҅ виждъ б꙯а[_]о҅ного о҅чима	и҅ виждъ б꙯а о҅ного о҅чима
ко[_]го б꙯а чътеши	коего б꙯а чътеши
се и҅ тѣло гоубитъ и҅ доу[_]евно [_]л[_]городиѥ прѣдаѥ҅тъ	се и҅ тѣло гоубитъ и҅ доушевно благородиѥ прѣдаѥ҅тъ
прѣмѣни и҅ма о҅чи о[_]ба[_]е тъгда да не поꙁнаѥ҅та[_]ѥ҅го	прѣмѣни и҅ма о҅чи о҅баче тъгда да не поꙁнаѥ҅та ѥ҅го
и͑ с[_] чисто и͑ прѣчисто и͑мѫшти дѣвъ[_]тво възвраштаѥ͑тъ сⱕ [_][_]дѣти ѫ͑зы моѧ	и͑ се чисто и͑ прѣчисто и͑мѫшти дѣвъство възвраштаѥ͑тъ сⱕ видѣти ѫ͑зы моѧ
воле же о҄убо посрѣдѣ и͑хъ вь͗в[_]дъша памⱕть͗ на о͑бь͗штѫ поль͗зѫ[_]о͑тъ н҄ихъ прѣстоѧ͑штиїхъ [_]ъстрои͑мъ прѣдъпоказ[_]въше[_]вьсѣм[_] я͑коже начрь͗тании мѫжь͗ сихъ мѫжь͗ства я͑[_]о и͑[_][_]обл҄ьства по[_]раньская	воле же о҄убо посрѣдѣ и͑хъ вь͗ведъша памⱕть͗ на о͑бь͗штѫ поль͗зѫ о͑тъ н҄ихъ прѣстоѧ͑штиїхъ състрои͑мъ прѣдъпоказавъше вьсѣмъ я͑коже начрь͗тании мѫжь͗ сихъ мѫжь͗ства я͑ко и͑ добл҄ьства побраньская
ꙇ назираахѫ и аще въ соботѫ исц[_]литъ і да[_]на нь възглаголѭт[_]	ꙇ назираахѫ и аще въ соботѫ исцѣлитъ і да на нь възглаголѭтъ
о̑усрамь͗ꙗ[_]͑те сꙙ чꙙда сто[_]довънаꙗ	о̑усрамь͗ꙗи͑те сꙙ чꙙда стоудовънаꙗ
и҅ о҅бь҆хождааше вь҆сѫдꙋ по б[_]жию̑ же п[_]поуштению̑ накаꙁаѭ̑штоуо̑умоу[_]присно на[_]польꙁъноѥ	и҅ о҅бь҆хождааше вь҆сѫдꙋ по божию̑ же попоуштению̑ накаꙁаѭ̑штоуо̑умоу присно на польꙁъноѥ
тꙙжци вѣтри великѫ дꙑханиꙗ҅ си[_]ѫ на кротость҆ тишаа҅хѫ а҅ о҅ни ръвъностиѭ̑ ꙁ[_]вист[_] ꙁꙑбь҆ѭ̑ш[_][_] сꙙ распꙙтию̑ ꙁимꙑ [_]оо̑учаа҅хѫ сꙙ	тꙙжци вѣтри великѫ дꙑханиꙗ҅ силѫ на кротость҆ тишаа҅хѫ а҅ о҅ни ръвъностиѭ̑ ꙁависти ꙁꙑбь҆ѭ̑ште сꙙ распꙙтию̑ ꙁимꙑ поо̑учаа҅хѫ сꙙ
не дивите сѧ семоу ѣко грѧдетъ година[_]вь нюже вьси сѫ[_]теи в[_] гробѣ[_]ъ [_]услꙑшѧтъ г҃лсъ с҃на б҃жиѣ и изидѫтъ сътворьшеи благ[_]а въ вьскрѣшение животоу а съ[_]ворьшеи з[_]лаа въ [_]ьскрѣшение сѫдоу	не дивите сѧ семоу ѣко грѧдетъ година вь нюже вьси сѫштеи въ гробѣхъ оуслꙑшѧтъ г҃лсъ с҃на б҃жиѣ и изидѫтъ сътворьшеи благаа въ вьскрѣшение животоу а сътворьшеи зълаа въ вьскрѣшение сѫдоу
бѣашете бо[_]ꙇмъ очи тѧготьнѣ	бѣашете бо ꙇмъ очи тѧготьнѣ
едина[_]поемлет[_] сѧ и едина оставлѣатъ сѧ	едина поемлетъ сѧ и едина оставлѣатъ сѧ
о҃ г҃	о҃ г҃
Въшъдъ о҄убо въ а҅н[_]ио҅х[_][_]҅скꙑи градъ доброчь҆стънꙑѧ гонꙗаше	Въшъдъ о҄убо въ а҅нтио҅хии҅скꙑи градъ доброчь҆стънꙑѧ гонꙗаше
[_]ладꙑка же рече къ н҄емꙋ	владꙑка же рече къ н҄емꙋ
и͑ ставъ при вʼсѣхъ [_]͑ вь͗здѣ[_]ъ на высотѫ о͑чи ї р[_]цѣ помоли сⱕ	и͑ ставъ при вʼсѣхъ и͑ вь͗здѣвъ на высотѫ о͑чи ї рѫцѣ помоли сⱕ
твоѣ же сѫ- тъ вьсѣ[_]небесьскаѣ ꙇ земльскаѣ [_]҃і	твоѣ же сѫ- тъ вьсѣ небесьскаѣ ꙇ земльскаѣ г҃і
многашди же вь҆сѫ а҅лчь҆бѫ м꙯ днии҆ любь҆ꙁно беꙁъ ꙗ҅[_][_] и҅ пи[_]иꙗ прѣбꙑвааста и҅ въ толицѣ о҄у[_]рѫчении тѣла[_]и҅ скѫдости и҅ꙁдрꙙдънꙑи҅х[_] а҅кꙑ на тр[_]пеꙁѣ цѣсарь҆[_]тѣи҆[_]веселꙙшта сꙙ прѣбꙑваа҅ста	многашди же вь҆сѫ а҅лчь҆бѫ м꙯ днии҆ любь҆ꙁно беꙁъ ꙗ҅ди и҅ питиꙗ прѣбꙑвааста и҅ въ толицѣ о҄удрѫчении тѣла и҅ скѫдости и҅ꙁдрꙙдънꙑи҅хъ а҅кꙑ на трепеꙁѣ цѣсарь҆стѣи҆ веселꙙшта сꙙ прѣбꙑваа҅ста
Ї по вьсеі землі слава[_]твоѣ	Ї по вьсеі землі слава твоѣ
х꙯с на ꙁе[_]и	х꙯с на ꙁеми
несъши же и͗ мт͆и [_]͑го повръже и͗ [_]рь͗хоу и͑хъ	несъши же и͗ мт͆и ѥ͑го повръже и͗ врь͗хоу и͑хъ
о҅ви же къ[_]сльнь҆цоу и҅ богоу п[_]итѣкаахѫ	о҅ви же къ сльнь҆цоу и҅ богоу притѣкаахѫ
Вьнидѣмъ вь се[_]о его	Вьнидѣмъ вь село его
Бꙑшѩ слъзꙑ м[_]ѩ мнѣ[_]хлѣбъ денъ і нощь Егда гл҃аахѫ[_]мнѣ на вьсѣкъ денъ	Бꙑшѩ слъзꙑ моѩ мнѣ хлѣбъ денъ і нощь Егда гл҃аахѫ мнѣ на вьсѣкъ денъ
и͑зʼми н[_]съ г͆и о͑[_]ъ напасті и͗ о͑тъ съблазн҄ъ творⱕштиихъ[_]безакониѥ	и͑зʼми насъ г͆и о͑тъ напасті и͗ о͑тъ съблазн҄ъ творⱕштиихъ безакониѥ
ꙇ елико аште прикасаахѫ сѧ[_]емь с҃пен[_] бꙑваахѫ	ꙇ елико аште прикасаахѫ сѧ емь с҃пени бꙑваахѫ
ꙇ г҃лаахѫ [_]а н҄ь архиерѣі м[_]ого	ꙇ г҃лаахѫ на н҄ь архиерѣі много
Оупъваї[_]на г҃[_] ї твори благостъїнѭ	Оупъваї на г҃ѣ ї твори благостъїнѭ
Ї възнѣ[_]ъ подъ ѩзꙑко-м оимъ	Ї възнѣсъ подъ ѩзꙑко-м оимъ
видѣ ли кол[_]ко [_]҅х[_] гоними цр꙯ьствиѥ҆ вь҆ꙁемь҆ѭ̑тъ а҅ гонꙙштіи[_] гнѣвъ приѥ҅мь҆ѭ̑тъ	видѣ ли колико и҅хъ гоними цр꙯ьствиѥ҆ вь҆ꙁемь҆ѭ̑тъ а҅ гонꙙштіи҆ гнѣвъ приѥ҅мь҆ѭ̑тъ
виж[_]ъ же пакꙑ [_]ако и҅ побѣдꙑ ти жде бꙑшꙙ о҅браꙁи	виждъ же пакꙑ како и҅ побѣдꙑ ти жде бꙑшꙙ о҅браꙁи
[_]еволѣ бо естъ[_]прити сканьдаломъ	неволѣ бо естъ прити сканьдаломъ
онъ же млъ[_]ааше ꙇ ничьсоже не[_]отъвѣштааше	онъ же млъчааше ꙇ ничьсоже не отъвѣштааше
отъ тоужд[_]ихъ	отъ тоуждиихъ
помоли о҄убо ѥ҅гоже чꙿтеш[_] б꙯а и҅ вꙿлѣꙁи вь҆ н҄и [_]орѫштема и҅м[_]	помоли о҄убо ѥ҅гоже чꙿтеши б꙯а и҅ вꙿлѣꙁи вь҆ н҄и горѫштема и҅ма
сътрь͗пите мало и͑ [_]аконь͗нѢ по[_]траждите да вѢн[_]͗цⱕ вь͗зь͗мете	сътрь͗пите мало и͑ законь͗нѢ постраждите да вѢнь͗цⱕ вь͗зь͗мете
слава моѣ вьзнесе гла[_]ѫ моѭ	слава моѣ вьзнесе главѫ моѭ
Ѣко оу[_]ъвахъ на тѩ	Ѣко оупъвахъ на тѩ
ни г҃лѭ в[_]мъ	ни г҃лѭ вамъ
и҅ ка[_]о ꙁиждѫтъ сꙙ така о҄уста [_]ече	и҅ како ꙁиждѫтъ сꙙ така о҄уста рече
[_]͑ о̑утврь͗дивъ и͑ съвⱕза и͑ печ[_]ть͗лѣ о͑ловомъ погребъ в[_]͗ св[_]ѥ͑мъ домоу	и͑ о̑утврь͗дивъ и͑ съвⱕза и͑ печать͗лѣ о͑ловомъ погребъ вь͗ своѥ͑мъ домоу
ѡ̑ сѣмꙙ ханаа҅на бесрамь҆к[_] а҅ не чоудꙑ б[_]аженааго	ѡ̑ сѣмꙙ ханаа҅на бесрамь҆ка а҅ не чоудꙑ блаженааго
сль҆нь҆це	сль҆нь҆це
прісно блѫдѩтъ с[_]ъдьцемь	прісно блѫдѩтъ сръдьцемь
и҅ [_]обрѣ съ[_]рꙙтавъше положишꙙ на мѣстѣ нарочи[_]ѣ дъвою҄ пъпь҆риштоу въ дал҄ꙙ о҅тъ[_]римъск[_] града	и҅ добрѣ съпрꙙтавъше положишꙙ на мѣстѣ нарочитѣ дъвою҄ пъпь҆риштоу въ дал҄ꙙ о҅тъ римъска града
и н[_] паде сѧ	и не паде сѧ
ꙗ҅коже по о҅бꙑчаю[_] радости благовѣштениꙗ пр[_][_]оситъ чловѣкомъ и҅ глаголъ е҅теръ к[_]ѣпокъ и҅ а҅рх[_][_]г҄ель҆с[_]ъ и҅ воѥводь҆скъ свѣ[_]ь҆[_]ъ и҅ ль҆вь҆скъ къ противь҆нꙑи҅мъ силамъ гласо[_]ъ велиѥ҅мъ глагол҄етъ	ꙗ҅коже по о҅бꙑчаю̑ радости благовѣштениꙗ приноситъ чловѣкомъ и҅ глаголъ е҅теръ крѣпокъ и҅ а҅рханг҄ель҆скъ и҅ воѥводь҆скъ свѣть҆лъ и҅ ль҆вь҆скъ къ противь҆нꙑи҅мъ силамъ гласомъ велиѥ҅мъ глагол҄етъ
Рече бо въ[_]сръдъці своемъ	Рече бо въ сръдъці своемъ
того ради о҄уб[_] сь҆де подобаѥ҆ с[_]брати масло да о҅ноуде потрѣбъ҆но бѫдетъ ѥ҅[_][_]а год[_] насъ ꙁоветъ	того ради о҄убо сь҆де подобаѥ҆ събрати масло да о҅ноуде потрѣбъ҆но бѫдетъ ѥ҅гда годъ насъ ꙁоветъ
На горахъ[_]станѫтъ въдъі	На горахъ станѫтъ въдъі
ли н[_]га и одѣхомъ	ли нага и одѣхомъ
и҅ не съть҆ретъ брь҆нь҆нꙑ[_]хъ твор[_]҆ць нъ самъ п[_]велѣ и҅ глагол҄етъ	и҅ не съть҆ретъ брь҆нь҆нꙑихъ творь҆ць нъ самъ повелѣ и҅ глагол҄етъ
а[_]ꙇж[_] от[_]връжетъ сѧ мене прѣд[_] ч҃кꙑ отъвръгѫ сѧ ꙇ азъ его прѣдъ[_]о҃цемь моꙇмь ꙇже естъ на н҃бсхъ	а ꙇже отъвръжетъ сѧ мене прѣдъ ч҃кꙑ отъвръгѫ сѧ ꙇ азъ его прѣдъ о҃цемь моꙇмь ꙇже естъ на н҃бсхъ
Гл҃ахъ ѩзꙑкомъ мо[_]мъ	Гл҃ахъ ѩзꙑкомъ моимъ
о҅тъвѣшта	о҅тъвѣшта
н[_] ни иродъ	нъ ни иродъ
нъ идѣмъ къ не[_]оу	нъ идѣмъ къ немоу
моя͗ доброта и[_] оукрашениѥ и лѣпота х͆с ѥ͑стъ и͑же посъл[_] а͑гʼ[_]҄ела своѥ͑го [_]͑ покры мⱕ о҄убогѫ[_]҄ я͑ко о҄[_]пʼвахъ на н҄ь	моя͗ доброта и͑ оукрашениѥ и лѣпота х͆с ѥ͑стъ и͑же посъла а͑гʼг҄ела своѥ͑го и͑ покры мⱕ о҄убогѫѭ҄ я͑ко о҄упʼвахъ на н҄ь
ꙇ рече къ ним[_]	ꙇ рече къ нимъ
нъ метѣмь жрѣбиѩ комоу бѫдет[_]	нъ метѣмь жрѣбиѩ комоу бѫдетъ
[_]ѣстъ бо страха бж҃ї[_] прѣдъ очїма его	Нѣстъ бо страха бж҃їѣ прѣдъ очїма его
ѯ г҃	ѯ г҃
к[_]моу оуподобл[_] ц҃ѣсрствие б҃жие	комоу оуподоблѭ ц҃ѣсрствие б҃жие
въздроувъ же воѥвода на сл[_]у[_]оуѭ҄штⱕѧ͑ вои͑ны рече	въздроувъ же воѥвода на слоугоуѭ҄штⱕѧ͑ вои͑ны рече
вьзѧсѧ же камень идеже[_][_]ѣ оумерꙑ лежѧ	вьзѧсѧ же камень идеже бѣ оумерꙑ лежѧ
[_]е и҅ п[_]орокъ дауидъ прори[_]ꙙ абвгдежѕꙁии̑клмнѡ глаголааше	се и҅ пророкъ дауидъ проричꙙ абвгдежѕꙁии̑клмнѡ глаголааше
П[_]конь прѣмѫдрості стра[_]ъ гн҃ь	Поконь прѣмѫдрості страхъ гн҃ь
и͑ бѣаста въ огн҄и [_]оѭ҄ш[_]а и хвалⱕшта бога	и͑ бѣаста въ огн҄и поѭ҄шта и хвалⱕшта бога
женетъ бо мꙙ и не[_]вѣдѣ камо ид[_]	женетъ бо мꙙ и не вѣдѣ камо идѫ
͑Единъ͗ же о͑тъ н҄ихъ блага рода о͑тъ дѣдъ сл[_]венъ же племе[_]емъ[_]ва[_]ои͑ именемь͗ свѣтелъ сы благодѣтиѭ҄ и͑ и͑стинъны[_]͗ хв͆ъ вои͑нъ [_]адъ бы[_]ъ и͑ божиѧ благодѣти и͑спль[_]нивъ сⱕ дроужинѣ с[_]оѥ͑и[_]рече	͑Единъ͗ же о͑тъ н҄ихъ блага рода о͑тъ дѣдъ славенъ же племенемъ васои͑ именемь͗ свѣтелъ сы благодѣтиѭ҄ и͑ и͑стинъныи͗ хв͆ъ вои͑нъ радъ бывъ и͑ божиѧ благодѣти и͑спль͗нивъ сⱕ дроужинѣ своѥ͑и рече
Ті отъ соуетꙑ въкоупѣ не оупь[_]аіте на непр[_]въдѫ	Ті отъ соуетꙑ въкоупѣ не оупьваіте на неправъдѫ
въходѧште же въ домъ цѣлоуꙇт[_][_]и	въходѧште же въ домъ цѣлоуꙇте и
Сілоѭ твоеѭ ї [_]равъдѫ твоѭ	Сілоѭ твоеѭ ї правъдѫ твоѭ
Доколѣ г҃і [_]н҃ѣваеші с[_] въ конець	Доколѣ г҃і гн҃ѣваеші сѩ въ конець
ꙇ и[_]е пакꙑ на [_]нъ полъ иоръдана на мѣсто ижд[_]же бѣ иоанъ[_]прѣжде кръстѧ ꙇ прѣбꙑстъ тоу	ꙇ иде пакꙑ на онъ полъ иоръдана на мѣсто иждеже бѣ иоанъ прѣжде кръстѧ ꙇ прѣбꙑстъ тоу
тѣмь же юже [_]ѣсте дъва нъ плъ[_]ь едина	тѣмь же юже нѣсте дъва нъ плъть едина
начѧтокъ ѣ[_]о и г҃лѭ вамъ	начѧтокъ ѣко и г҃лѭ вамъ
о҅нъ же[_]прии҅м[_] и҅ почьтъ подиви сꙙ вь҆ꙁвѣштению҄ [_]ꙑвъшоуо҄умоу о[_] томъ[_]къ ст꙯оуо҄[_]моу и҅ послоушанию҄ дивии҅хъ ꙁвѣрии҆	о҅нъ же прии҅мъ и҅ почьтъ подиви сꙙ вь҆ꙁвѣштению҄ бꙑвъшоуо҄умоу о҅ томъ къ ст꙯оуо҄умоу и҅ послоушанию҄ дивии҅хъ ꙁвѣрии҆
и҅ а҅ште [_]е прии҅метъ ть҆мь҆ꙗ҅нь҆наа҅го к[_]ждениꙗ ни жрътвъ то[_]не можеши вь҆нит[_] въ цръкъве	и҅ а҅ште не прии҅метъ ть҆мь҆ꙗ҅нь҆наа҅го каждениꙗ ни жрътвъ то не можеши вь҆нити въ цръкъве
вь͗ниде же и͑ ст͆ꙑи͗ кодра[_]ъ	вь͗ниде же и͑ ст͆ꙑи͗ кодратъ
[_]рѣжде даже горꙑ[_]не б[_]шѩ ї созъда сѩ землѣ і оуселенаѣ И отъ вѣка и до вѣк[_] тꙑ есі	прѣжде даже горꙑ не бꙑшѩ ї созъда сѩ землѣ і оуселенаѣ И отъ вѣка и до вѣка тꙑ есі
и҅же сѫтъ вь҆веден[_] вь҆ темь҆ницѫ то лѣпо [_]҅[_]ъ ѥ҅стъ дожьдати а҅нѳупа[_]а да видимъ ч[_]о и҅мъ велитъ	и҅же сѫтъ вь҆ведени вь҆ темь҆ницѫ то лѣпо и҅мъ ѥ҅стъ дожьдати а҅нѳупата да видимъ что и҅мъ велитъ
и҅ о҅брѣтохъ и҆ ѳь҆м[_]҆ꙗ҅нь҆ниц[_] въ чашѫ и҅сꙑ[_]аѭ̑шта	и҅ о҅брѣтохъ и҆ ѳь҆мь҆ꙗ҅нь҆ницѫ въ чашѫ и҅сꙑпаѭ̑шта
вьсѣка дьбрь исплъ[_]итъ сѧ и вь[_]ѣка гора и хлъмъ съмѣритъ с[_] ꙇ бѫдѫтъ стръпътънаѣ въ праваѣ [_] острии въ пѫти[_]глад[_]кꙑ	вьсѣка дьбрь исплънитъ сѧ и вьсѣка гора и хлъмъ съмѣритъ сѧ ꙇ бѫдѫтъ стръпътънаѣ въ праваѣ ꙇ острии въ пѫти гладъкꙑ
нъ да не съб[_]азни[_]ъ ихъ шедъ въ море въвръѕи ѫдицѫ ꙇ ѭже имеши прѣжд[_] рꙑбѫ вьзьми и отвръзъ [_]уст[_] еи҅ [_] обрѧштеши статиръ	нъ да не съблазнимъ ихъ шедъ въ море въвръѕи ѫдицѫ ꙇ ѭже имеши прѣжде рꙑбѫ вьзьми и отвръзъ оуста еи҅ ꙇ обрѧштеши статиръ
Ꙇ обра[_]тъ сѧ г҃ъ възьрѣ на [_]етр[_] ꙇ помѣнѫ петръ слово г҃не ѣкоже [_]ече емоу ѣко	Ꙇ обраштъ сѧ г҃ъ възьрѣ на петра ꙇ помѣнѫ петръ слово г҃не ѣкоже рече емоу ѣко
и҅ гл[_]гола ѥ҅моу	и҅ глагола ѥ҅моу
[_] вѣмь ѣко заповѣдь его животъ вѣчънꙑи[_]естъ	и вѣмь ѣко заповѣдь его животъ вѣчънꙑи естъ
бѫдѣте же мѫдри акꙑ змиѩ ꙇ цѣли ѣко[_]ꙇ голѫ[_]ие	бѫдѣте же мѫдри акꙑ змиѩ ꙇ цѣли ѣко ꙇ голѫбие
въ врмѧ оно оуслꙑшавъ иродъ тетрархъ слоу[_]ъ и҃свъ ꙇ рече [_]тр[_]ко[_]ъ своимъ	въ врмѧ оно оуслꙑшавъ иродъ тетрархъ слоухъ и҃свъ ꙇ рече отрокомъ своимъ
ѥ҅ште глагол҄ѫштоу теб[_] рекѫ	ѥ҅ште глагол҄ѫштоу тебѣ рекѫ
и[_] [_]ришедъши ѥ͑и [_]ъ сѫдиїштѹ видѣвъ ѭ҄ паулъ и͑спль͗ни сⱕ радости [_]͑ просмия сⱕ	и͑ пришедъши ѥ͑и къ сѫдиїштѹ видѣвъ ѭ҄ паулъ и͑спль͗ни сⱕ радости и͑ просмия сⱕ
тоу и сь бѣ[_]ч҃лкъ съ и҃смъ[_]назарѣаниномь	тоу и сь бѣ ч҃лкъ съ и҃смъ назарѣаниномь
Се вамъ сьвѣштахъ да не о[_]клевештѫ нѣции х[_]истоса гла[_]ол҄ѫште	Се вамъ сьвѣштахъ да не о҅клевештѫ нѣции христоса глагол҄ѫште
а͑полонъ	а͑полонъ
не трѣбоуѭ҄тъ съдравии вра[_]а н[_] болѧщеи	не трѣбоуѭ҄тъ съдравии врача нъ болѧщеи
начѧсѧ же на нь[_]вад[_]ти г҃лѭште	начѧсѧ же на нь вадити г҃лѭште
Прѣстѫпьникъі[_]непъштевахъ вьсѩ грѣшьнъї[_] землї	Прѣстѫпьникъі непъштевахъ вьсѩ грѣшьнъїѩ землї
